Source Country,Name,Field Of Influence,Generation,Influence,Description
Mexico,Josh Thomson,Sports,Second Generation or Higher,102108,Joshua Joseph Thomson  is an American mixed martial artist who currently competes in the UFC's Lightweight division
Mexico,Diego Corrales,Sports,Second Generation or Higher,101699,"Diego ""Chico"" Corrales  was an American boxer"
Mexico,Roy Benavidez,Government,Second Generation or Higher,101646,"Master Sergeant Raul  Perez Benavidez  was a former member of the United States Army Special Forces  and retired United States Army master sergeant who received the Medal of Honor  for his valorous actions in combat near L_c Ninh, South Vietnam on May 2, 1968"
Mexico,Stephanie Cox,Sports,First Generation,101391,"Stephanie Renee Cox , n_e Stephanie Renee Lopez, is a Mexican-American professional soccer defender, Olympic gold medalist, and current member of the United States women's national soccer team"
Mexico,Ritchie Valens,Arts/Entertainment,Second Generation or Higher,101196,"Richard Steven Valenzuela , known professionally as Ritchie Valens, was an American singer, songwriter and guitarist"
Mexico,Frankie J,Arts/Entertainment,First Generation,101190,"Francisco Javier Bautista, Jr"
Mexico,Sara Paxton,Arts/Entertainment,First Generation,100633,"Sara Paxton  is an American actress, model and singer"
Mexico,Cesar Millan,Arts/Entertainment,First Generation,100613,"Cesar Millan,  is a Mexican American self-taught dog trainer"
Mexico,Chad Cordero,Sports,Second Generation or Higher,100121,Chad Patrick Cordero  is an American former professional baseball player
Mexico,Mark Chavez,Arts/Entertainment,Second Generation or Higher,99874,"Adema is a rock band from Bakersfield, California that formed in 2000 consisting of vocalist/guitarist Tim Fluckey, guitarist Mike Ransom, bassist Dave DeRoo, and drummer Kris Kohls"
Mexico,Adam LaRoche,Sports,Second Generation or Higher,99769,"David Adam LaRoche , is an American professional baseball first baseman for the Chicago White Sox of Major League Baseball "
Mexico,Myra,Arts/Entertainment,Second Generation or Higher,98845,Myra is an ancient town in Lycia where the small town of Kale  is situated today in present day Antalya Province of Turkey
Mexico,Julieta Venegas,Arts/Entertainment,Second Generation or Higher,98589,"Julieta Venegas Percevault , known professionally as Julieta Venegas, is a singer, songwriter, instrumentalist and producer, who sings pop-rock in Spanish"
Mexico,Efrain Escudero,Sports,First Generation,98401,EfraÍn Escudero  is a Mexican mixed martial artist
Mexico,Danny Lopez,Sports,Second Generation or Higher,98103,Danny Lopez  is an American former boxer
Mexico,Freddy Sanchez,Sports,Second Generation or Higher,97621,"Frederick Phillip ""Freddy"" Sanchez, Jr"
Mexico,A.B. Quintanilla III,Arts/Entertainment,First Generation,97353,"Abraham Isaac Quintanilla III , better known as A"
Mexico,Cheech Marin,Arts/Entertainment,First Generation,97127,"Richard Anthony ""Cheech"" Marin  is an American comedian, actor, voice actor and writer of Mexican descent who gained recognition as part of the comedy act Cheech &amp; Chong during the 1970s and early 1980s with Tommy Chong, and as Don Johnson's partner, Insp"
Mexico,Omar Gonzalez,Sports,First Generation,97098,Omar Alejandro Gonzalez  is an American soccer player who plays for LA Galaxy in Major League Soccer and the US Men's National Team
Mexico,Mario Gallegos,Government,Second Generation or Higher,96317,"Mario Valentin Gallegos, Jr"
Mexico,Melody Thornton,Arts/Entertainment,First Generation,94691,Melody Thornton  is an American singer-songwriter and dancer
Mexico,Sabrina Bryan,Arts/Entertainment,Second Generation or Higher,94646,"Reba Sabrina Hinojos , better known by her stage name Sabrina Bryan, is an American singer, actress, author, songwriter, fashion designer, choreographer, dancer, and television personality best known as a member of the girl group The Cheetah Girls, and for starring in the Disney Channel Original Movie of the same name and its sequels, The Cheetah Girls 2 and The Cheetah Girls: One World"
Mexico,Danny Trejo,Arts/Entertainment,Second Generation or Higher,94236,"Dan ""Danny"" Trejo  is an American actor who has appeared in numerous Hollywood films, often as hypermasculine characters, villains and anti-heroes"
Mexico,Jessica Mendoza,Sports,First Generation,94064,"Jessica Ofelia Mendoza  is an American, former collegiate 4-time First Team All-American softball player and sportscaster of Mexican descent originally from Camarillo, California"
Mexico,Pat Mora,Literature,First Generation,93902,"Pat Mora  is a Mexican American, Latina author of poetry, nonfiction and children's books"
Mexico,Gerald Laird,Sports,Second Generation or Higher,93499,Gerald Lee Laird III  is an American professional baseball catcher for the Arizona Diamondbacks of Major League Baseball 
Mexico,Lhasa De Sela,Arts/Entertainment,Second Generation or Higher,93198,"Lhasa de Sela , also known by the mononym Lhasa, was an American-born singer-songwriter who was raised in Mexico and the United States, and divided her adult life between Canada and France"
Mexico,Jessie Vargas,Sports,Second Generation or Higher,93193,Jessie Vargas  is an undefeated American boxer in the junior welterweight division and is currently the WBA champion
Mexico,B. J. Flores,Sports,Second Generation or Higher,93169,B J Flores is a Mexican-American professional boxer and mixed martial artist
Mexico,Chino Moreno,Arts/Entertainment,First Generation,92969,Chino Moreno  is an American musician
Mexico,Jorge Orta,Sports,First Generation,92262,Jorge Orta Nì_ez  is a retired Major League Baseball player
Mexico,Paul Buentello,Sports,Second Generation or Higher,92072,Paul Anthony Buentello  is an American mixed martial artist currently competing in the Light Heavyweight division
Mexico,Dominick Cruz,Sports,Second Generation or Higher,91622,Dominick Rojelio Cruz   is an American mixed martial artist who competes as a bantamweight in the Ultimate Fighting Championship
Mexico,Girl In a Coma,Arts/Entertainment,Second Generation or Higher,91203,"Girl In a Coma is an indie rock band from San Antonio, Texas on Joan Jett's Blackheart Records' label"
Mexico,Tony Ferguson,Sports,Second Generation or Higher,90938,"Anthony Armand ""Tony"" Ferguson  is an American mixed martial artist who competes in the lightweight division for the UFC"
Mexico,Bethany Mota,Arts/Entertainment,Second Generation or Higher,90838,"Bethany Noel Mota  is an American video blogger from Los Banos, California"
Mexico,Marc Bulger,Sports,Second Generation or Higher,90809,Marc Robert Bulger  is a former American football quarterback who played in the National Football League  for eleven seasons
Mexico,Eric Chavez,Sports,Second Generation or Higher,89838,Eric Cesar Chavez  is an American former professional baseball third baseman
Mexico,Edward Roybal,Government,First Generation,89215,"Edward Ross ""Ed"" Roybal  was a member of the Los Angeles, California, City Council for thirteen years and of the U"
Mexico,Russ Ortiz,Sports,Second Generation or Higher,88853,Russell Reid Ortiz  is a retired Major League baseball pitcher
Mexico,Cruz Bustamante,Government,Second Generation or Higher,88849,Cruz Miguel Bustamante  is an American politician
Mexico,Dino Cazares,Arts/Entertainment,First Generation,88831,"Dino Cazares, born in El Centro, California, is a Mexican-American musician, known for being co-founder and guitarist for industrial metal group Fear Factory"
Mexico,Scott Gomez,Sports,Second Generation or Higher,88449,Scott Carlos Gomez  is an American ice hockey center currently playing for the New Jersey Devils of the National Hockey League 
Mexico,Manuel Lujan Jr.,Government,First Generation,87916,
Mexico,Vicki Carr,Arts/Entertainment,Second Generation or Higher,87889,Vikki Carr  is a three-time Grammy Award
Mexico,Baldemar Velasquez,Activists,First Generation,87671,Baldemar Velˆsquez  is an American labor union activist
Mexico,Bertrand Blanchard Acosta,Government,Second Generation or Higher,87470,Bertrand Blanchard Acosta  was a record setting aviator
Mexico,Freddy Fender,Arts/Entertainment,First Generation,87156,"Freddy Fender , born Baldemar Garza Huerta in San Benito, Texas, United States, was a Mexican American Tejano, country and rock and roll musician, known for his work as a solo artist and in the groups Los Super Seven and the Texas Tornados"
Mexico,Michael Orozco Fiscal,Sports,Second Generation or Higher,86980,Michael Orozco Fiscal  is an American football player who currently plays for Puebla in the Liga MX and the United States national team
Mexico,Abel Maldonado,Government,First Generation,86882,
Mexico,Sergio Mitre,Sports,Second Generation or Higher,86038,Sergio Armando Mitre  is a American professional baseball pitcher who is currently a free agent
Mexico,Laura Harring,Arts/Entertainment,First Generation,85754,Laura Harring  is a Mexican actress
Mexico,Rodolfo Gonzales,Sports,First Generation,85689,"Rodolfo ""Corky"" Gonzˆles  was a Mexican American boxer, poet, and political activist"
Mexico,Alfredo Aceves,Sports,First Generation,85160,Alfredo Aceves MartÍnez  is a Mexican professional baseball pitcher in the Sultanes de Monterrey in the Mexican League
Mexico,Lauro Cavazos,Academia/Science,Second Generation or Higher,84416,
Mexico,Arturo Moreno,Business/Technology,First Generation,84281,"Arturo ""Arte"" Moreno  is an American businessman"
Mexico,Daniel Sepulveda,Sports,Second Generation or Higher,84115,"Daniel Wade Sepulveda  is an American football punter who played five seasons in the National Football League , all with the Pittsburgh Steelers"
Mexico,Kim McLane Wardlaw,Government,Second Generation or Higher,83780,"Kim McLane Wardlaw  is a federal judge on the United States Court of Appeals for the Ninth Circuit, with chambers in Pasadena, California"
Mexico,Solomon Trujillo,Business/Technology,Second Generation or Higher,83348,"Solomon Dennis ""Sol"" Trujillo  is an American businessman, global media-communications and technology executive"
Mexico,Sheila E.,Arts/Entertainment,Second Generation or Higher,82988,"Sheila Escovedo , known by her stage name Sheila E"
Mexico,Henry Cejudo,Sports,First Generation,82968,"Henry Carlos Cejudo  is an American freestyle wrestler, Olympic gold medalist, mixed martial artist and author"
Mexico,Randy Velarde,Sports,First Generation,82780,Randy Lee Velarde  is a former American baseball infielder and utility player who played 16 seasons in Major League Baseball 
Mexico,Moses Moreno,Sports,Second Generation or Higher,82529,Moses Nathaniel Moreno  is a former American football quarterback
Mexico,Bert Corona,Activists,Second Generation or Higher,82443,"Humberto No_ ""Bert"" Corona  was an American labor and civil rights leader"
Mexico,Dana Gioia,Literature,Second Generation or Higher,82333,Michael Dana Gioia  is an American poet and writer who also served as the Chairman of the National Endowment for the Arts 
Mexico,Taboo,Arts/Entertainment,Second Generation or Higher,82232,"A taboo is a vehement prohibition of an action based on the belief that such behavior is either too sacred or too accursed for ordinary individuals to undertake, under threat of supernatural punishment"
Mexico,Alex Padilla,Government,Second Generation or Higher,82153,"Alejandro ""Alex"" Padilla  is an American politician, Democratic Party activist, engineer, and civil servant"
Mexico,Joe Escalante,Arts/Entertainment,First Generation,81627,"Joseph Patrick ""Joe"" Escalante  is an American musician, record label owner, radio host, film and music video director, and amateur matador, as well as a former television executive and entertainment lawyer"
Mexico,Romualdo Pacheco,Government,Second Generation or Higher,81006,"Jos_ Antonio Romualdo Pacheco, Jr"
Mexico,Marques Houston,Arts/Entertainment,Second Generation or Higher,80815,"Marques Barrett Houston , known as Batman, is an American R&amp;B singer, songwriter, rapper, and actor"
Mexico,Erika Medina,Arts/Entertainment,Second Generation or Higher,80811,America's Most Smartest Model was an American reality television show that aired on VH1
Mexico,Juan Brujo,Arts/Entertainment,First Generation,80361,"Brujeria is a Mexican-American extreme metal band formed in Los Angeles, California in 1989"
Mexico,Johnny J,Arts/Entertainment,Second Generation or Higher,80297,"Johnny Lee Jackson , professionally known as Johnny ""J"", was a Mexican American multi-platinum songwriter, music producer and rapper who was perhaps best remembered for his production on Tupac Shakur's albums All Eyez on Me and Me Against the World, as well as many of Shakur's subsequent posthumous albums"
Mexico,Scott Hairston,Sports,First Generation,80040,Scott Alexander Hairston  is an American professional baseball player who is a free agent
Mexico,Hector Guerrero,Sports,First Generation,79842,"H_ctor Manuel Guerrero Llanes  is a Mexican born American professional wrestler, well known by his paternal name H_ctor Guerrero"
Mexico,Gaddi Vasquez,Government,Second Generation or Higher,79570,"Gaddi Holguin Vasquez  was the 8th United States Ambassador to the United Nations Agencies for Food and Agriculture, in Rome, Italy"
Mexico,Brian Fuentes,Sports,Second Generation or Higher,79488,Brian Christopher Fuentes  is an American former professional baseball pitcher in Major League Baseball
Mexico,Juan Roque,Sports,Second Generation or Higher,79158,Juan Armando Roque  is a former American college and professional football player who was an offensive tackle in the National Football League  and Canadian Football League 
Mexico,Baby Bash,Arts/Entertainment,Second Generation or Higher,78944,"Ronnie Ray Bryant , better known by his stage name Baby Bash , is a Mexican-American rapper"
Mexico,Jason Vargas,Sports,Second Generation or Higher,78820,Jason Matthew Vargas  is an American professional baseball pitcher for the Kansas City Royals of Major League Baseball
Mexico,Earl Watson,Sports,First Generation,78516,
Mexico,Damacio Page,Sports,First Generation,78340,Damacio James Page  is an American professional mixed martial artist currently competing for Legacy Fighting Championship in the Bantamweight division
Mexico,Judy Baca,Arts/Entertainment,Second Generation or Higher,77986,"Judith Francisca Baca  is an American Chicana artist, activist, and University of California, Los Angeles professor of Chicana/o Studies in the School of Social Sciences and a professor of World Arts and Cultures in the School of Art and Architecture"
Mexico,Pat Corrales,Sports,Second Generation or Higher,77847,"Patrick Corrales , is a former catcher and manager in Major League Baseball who played from 1964 to 1973, primarily for the Cincinnati Reds and also for the Philadelphia Phillies, St"
Mexico,Lupe Ontiveros,Arts/Entertainment,Second Generation or Higher,77430,"Guadalupe ""Lupe"" Ontiveros  was an American film and television actress of Mexican descendent, best known for playing Yolanda SaldÍvar in the film Selena"
Mexico,Kelvin Gastelum,Sports,Second Generation or Higher,77119,Kelvin Gastelum  is an American mixed martial artist currently fighting as a Middleweight in the Ultimate Fighting Championship
Mexico,Graciela Casillas,Sports,First Generation,76763,Graciela Casillas  is an American former boxer and kickboxer who competed in the bantamweight division
Mexico,Rosa Rios,Government,Second Generation or Higher,76509,"Rosa ""Rosie"" Gumataotao Rios  is the 43rd and current Treasurer of the United States"
Mexico,B,Arts/Entertainment,Second Generation or Higher,76188,B  is the second letter in the ISO basic Latin alphabet
Mexico,Veronica Perez,Sports,Second Generation or Higher,76073,"Ver„nica Raquel P_rez-Murillo  is a American-born and naturalized Mexican citizen footballer from San Mateo, California, who plays for Washington Spirit in the National Women's Soccer League and the Mexico women's national team"
Mexico,Edgar Castillo,Sports,Second Generation or Higher,76037,Edgar Eduardo Castillo Carrillo  is an American soccer player who plays for Atlas in Liga MX
Mexico,Eliseo Medina,Activists,First Generation,75254,"Eliseo Vasquez Medina  is a Mexican American labor union activist and leader, and advocate for immigration reform in the United States"
Mexico,John Trudell,Activists,First Generation,74908,"John Trudell  is an American author, poet, actor, musician, and former political activist"
Mexico,Andy Lopez,Sports,Second Generation or Higher,74798,Andy Lopez  is an American college baseball coach
Mexico,Trini Lopez,Arts/Entertainment,Second Generation or Higher,74718,"Trinidad ""Trini"" L„pez III  is an American singer, guitarist and actor"
Mexico,Rod Barajas,Sports,Second Generation or Higher,74644,"Rodrigo ""Rod"" Richard Barajas  is a Mexican American former professional baseball catcher"
Mexico,Derek Parra,Sports,First Generation,74520,Derek Parra  is an American of Mexican Native American descent
Mexico,Michael Trevino,Arts/Entertainment,Second Generation or Higher,74500,Michael Anthony Trevino  is an American actor
Mexico,Joey Villasenor,Sports,Second Generation or Higher,74468,Joey Simon Villase_or  is a Mexican-American mixed martial arts fighter
Mexico,Lou Adler,Arts/Entertainment,Second Generation or Higher,73960,"Lou Adler  is an American record producer, manager, director, and an owner of the famous Roxy Theatre in West Hollywood, California"
Mexico,Johnny Rodriguez,Arts/Entertainment,Second Generation or Higher,73786,"Juan Raul Davis ""Johnny"" Rodriguez  is an American country music singer"
Mexico,Chris Weitz,Arts/Entertainment,Second Generation or Higher,73415,"Christopher John ""Chris"" Weitz  is an American producer, writer, director and actor"
Mexico,Rosemary Barkett,Government,Second Generation or Higher,73234,Rosemary Barkett  is a Judge of the Iran 
Mexico,Omar Salgado,Sports,First Generation,73022,Omar Salgado  is an American soccer player who plays for Tigres UANL in Liga MX
Mexico,Cesar Carrillo,Sports,First Generation,72864,Cesar Carrillo  is an American professional baseball pitcher for the Broncos de Reynosa in the Mexican League 
Mexico,John Salazar,Government,Second Generation or Higher,72756,"John Tony Salazar  is the former Congressman for Colorado's 3rd congressional district, serving from 2005 until 2011"
Mexico,Oscar Zeta Acosta,Literature,Second Generation or Higher,72466,"Oscar ""Zeta"" Acosta  was an American attorney, politician, novelist and Chicano Movement activist, most well known for his novels Autobiography of a Brown Buffalo and The Revolt of the Cockroach People, and his friendship with the American author Hunter S"
Mexico,Leo Carrillo,Arts/Entertainment,Second Generation or Higher,72438,"Leopoldo Antonio Carrillo Spanish pronunciation:_[Cay-reel-yo][a] , was an American actor, vaudevillian, political cartoonist, and conservationist"
Mexico,Jhonen Vasquez,Arts/Entertainment,Second Generation or Higher,72432,"Jhonen C  Vasquez  is an American comic book writer, cartoonist, and music video director"
Mexico,Chuck Estrada,Sports,Second Generation or Higher,72400,Charles Leonard Estrada  is an American former professional baseball player
Mexico,Joe Arenas,Sports,Second Generation or Higher,71808,"Guadalupe Joseph Arenas , also known as ""Lupe Joe"" Arenas and ""Little Joe"" Arenas, is a former American football player"
Mexico,Paula DeAnda,Arts/Entertainment,First Generation,71627,Paula Dacia DeAnda  is an American pop singer-songwriter and actress
Mexico,Omar Quintanilla,Sports,Second Generation or Higher,71353,Omar Quintanilla  is an American professional baseball infielder in the Colorado Rockies organization
Mexico,Matthew Nieto,Sports,Second Generation or Higher,70784,"Matthew Evan ""Matt"" Nieto  is an American ice hockey player who is currently playing for the San Jose Sharks of the National Hockey League"
Mexico,Anna Escobedo Cabral,Government,Second Generation or Higher,70553,Anna Escobedo Cabral  serves as the Unit Chief for Strategic Communications in the External Relations Division of the Inter-American Development Bank 
Mexico,Jaime Soto,Religion,Second Generation or Higher,70475,Jaime Soto  is an American Catholic prelate who currently serves as Bishop of the Diocese of Sacramento
Mexico,Vanessa Marcil,Arts/Entertainment,Second Generation or Higher,69965,Vanessa Marcil  is an American actress
Mexico,Rick Renteria,Sports,Second Generation or Higher,69951,"Richard Avina Renteria  is an American former Major League Baseball infielder, coach and manager"
Mexico,Paul Rodriguez,Arts/Entertainment,First Generation,69811,Paul Rodriguez  is a Mexican-born American stand-up comedian and actor
Mexico,Joel Zumaya,Sports,Second Generation or Higher,69628,Joel Martin Zumaya  is an American former professional baseball pitcher
Mexico,Joseph Montoya,Government,Second Generation or Higher,69450,Joseph Manuel Montoya  was a Democratic U
Mexico,Ricardo Sanchez,Government,Second Generation or Higher,69327,Ricardo Sanchez  is a former United States Army lieutenant general who stood as a candidate for the Democratic Party nomination for the U
Mexico,Carlos Palomino,Sports,First Generation,69313,Carlos Palomino  is a retired Mexican professional boxer
Mexico,Gabriel Medina,Arts/Entertainment,Second Generation or Higher,69200,"Gabriel Medina Pinto Ferreira  is a Brazilian professional surfer, champion of the 2014 ASP World Tour"
Mexico,Jacob Cruz,Sports,Second Generation or Higher,69199,"Jacob Antonio Cruz , is the Hitting Coach for the Visalia Rawhide, a Class A minor league baseball teams of the Arizona Diamondback"
Mexico,Martin Vasquez,Sports,First Generation,68956,MartÍn Vˆsquez G„mez  is a Mexican-born American former professional football player and current coach
Mexico,Robert Cardenas,Government,First Generation,68666,"Robert L  ""Bob"" Cardenas  is a retired brigadier general of the United States Air Force"
Mexico,Stefano Langone,Arts/Entertainment,Second Generation or Higher,68508,"Stefano Langone , known as Stefano in his recording career, is an American singer from Kent, Washington"
Mexico,Mark Vallen,Arts/Entertainment,Second Generation or Higher,68152,"Mark Vallen  is an American activist with Chicano and other issues, curator, figurative realist painter, and blogger, who runs the Art for a Change web site; he founded The Black Moon web site for Japanese culture"
Mexico,DJ Kane,Arts/Entertainment,First Generation,68000,"Jason Cano , better known as DJ Kane, is a Mexican American singer who was the lead vocalist for the Latin Grammy award winning A"
Mexico,Richard Rodriguez,Literature,First Generation,67982,"Richard Rodriguez  is an American writer who became famous as the author of Hunger of Memory: The Education of Richard Rodriguez , a narrative about his intellectual development"
Mexico,Lori Piestewa,Government,First Generation,67733,Specialist Lori Ann Piestewa  was a U
Mexico,Ricky Nolasco,Sports,Second Generation or Higher,67685,"Carlos Enrique ""Ricky"" Nolasco  is an American professional baseball pitcher for the Minnesota Twins of Major League Baseball"
Mexico,Gabriel Iglesias,Arts/Entertainment,Second Generation or Higher,67500,"Gabriel J  Iglecias , known professionally as Gabriel Iglesias and comically as Fluffy, is an American comedian, actor, writer, producer and voice actor"
Mexico,Richard E. Cavazos,Government,First Generation,67210,"Richard Edward Cavazos , a Korean War recipient of the Distinguished Service Cross as a first lieutenant, who advanced in rank to become the United States Army's first Mexican American four-star general"
Mexico,Jennifer Ruiz,Sports,Second Generation or Higher,67053,Jennifer 'Jenny' Marie Ruiz-Williams  is a Mexican-American soccer midfielder and defender
Mexico,Aaron Aguilera,Sports,First Generation,66985,"Aaron Aguilera  is a Mexican American professional wrestler and actor best known as Jesìs and Uno on World Wrestling Entertainment , MTV's Wrestling Society X, All Japan Pro Wrestling as Zodiac and Lucha Libre USA as Lujo Esquire"
Mexico,Jesse Chavez,Sports,Second Generation or Higher,66871,Jesse David Chavez  is an American professional baseball pitcher for the Oakland Athletics of Major League Baseball
Mexico,Mike Torrez,Sports,Second Generation or Higher,66706,Michael Augustine Torrez  is a former pitcher in Major League Baseball who played for seven different teams during 18 seasons from 1967 through 1984
Mexico,Silvestre S. Herrera,Government,First Generation,66417,"Silvestre Santana Herrera  was a Private First Class of the United States Army who received the Medal of Honor for his heroic actions in Mertzwiller, France during World War II"
Mexico,Gil Garcetti,Government,Second Generation or Higher,66298,"Gilbert Salvadore Iberri Garcetti , best known as Gil Garcetti, is an American politician"
Mexico,Jay R. Vargas,Government,Second Generation or Higher,66182,"Jay R  Vargas , a retired United States Marine Corps colonel, is a Medal of Honor recipient for his ""conspicuous gallantry and intrepidity at the risk of his life above and beyond the call of duty"" during the Vietnam War"
Mexico,Dennis Chavez,Government,First Generation,66121,"Dionisio ""Dennis"" Chˆvez  was a Democratic politician from the U"
Mexico,Albert Baez,Academia/Science,Second Generation or Higher,66086,"Albert Vinicio Baez  was a prominent Mexican-American physicist, and the father of singers Joan Baez and Mimi Fari_a"
Mexico,Andy LaRoche,Sports,Second Generation or Higher,65897,Andrew Christian LaRoche  is an American professional baseball third baseman who is currently a free agent
Mexico,Clifton Collins Jr.,Arts/Entertainment,Second Generation or Higher,65677,"Clifton Craig Collins, Jr"
Mexico,Leo Romero,Sports,Second Generation or Higher,65520,Leo Romero  is a professional skateboarder whose early skateboarding influences included Jamie Thomas and Andrew Reynolds
Mexico,Jesse Orosco,Sports,Second Generation or Higher,65416,Jesse Russell Orosco  is a former relief pitcher in Major League Baseball who holds the major league record for career pitching appearances
Mexico,Raymond Herrera,Arts/Entertainment,Second Generation or Higher,65263,Raymond Herrera  is one of the original founding members  of the heavy metal band Fear Factory
Mexico,Hope Sandoval,Arts/Entertainment,Second Generation or Higher,65218,Hope Sandoval  is an American singer-songwriter who is the lead singer for Mazzy Star and Hope Sandoval &amp; the Warm Inventions
Mexico,Maria Helena Viramontes,Literature,First Generation,63956,Helena Maria Viramontes  is an American fiction writer and professor of English
Mexico,Maria Hinojosa,Media/Journalism,Second Generation or Higher,63650,Maria Hinojosa  is an award winning journalist
Mexico,Vicente T. Ximenes,Activists,First Generation,63243,Vicente T  Ximenes  was a Mexican-American civil rights leader
Mexico,Lizette Salas,Sports,Second Generation or Higher,63021,Lizette Salas  is an American professional golfer currently playing on the LPGA Tour
Mexico,James Roday,Arts/Entertainment,Second Generation or Higher,62947,"James Roday  is an American actor, director and screenwriter"
Mexico,Rocky Juarez,Sports,First Generation,62876,Ricardo Rocky Juarez  is a professional Mexican-American boxer
Mexico,Nick Leyva,Sports,Second Generation or Higher,62789,Nicholas Tomas Leyva  is the current third base coach of the Pittsburgh Pirates
Mexico,Raul Hector Castro,Government,First Generation,62735,Raìl H_ctor Castro  was a Mexican-born American politician
Mexico,Adam Rosales,Sports,Second Generation or Higher,62507,Adam Marcos Rosales  is an American professional baseball infielder for the Texas Rangers of Major League Baseball 
Mexico,Jasmine Villegas,Arts/Entertainment,Second Generation or Higher,62304,"Jasmine Marie Villegas , better known as Jasmine V, is an American pop and R&amp;B singer"
Mexico,Gary Soto,Literature,First Generation,62158,Gary Anthony Soto  is an American author and poet
Mexico,Gino Hernandez,Sports,Second Generation or Higher,62046,
Mexico,Javy Guerra,Sports,Second Generation or Higher,61996,Luis Javier Guerra  is an American professional baseball pitcher for the Chicago White Sox of Major League Baseball 
Mexico,Tony Mendez,Government,Second Generation or Higher,61940,"Antonio Joseph ""Tony"" Mendez  is an American CIA technical operations officer, now retired, who specialized in support of clandestine and covert CIA operations"
Mexico,Francisco Perea,Government,Second Generation or Higher,61909,Francisco Perea  was Union Army officer in the American Civil War and a cousin of Pedro Perea
Mexico,Abel Talamantez,Arts/Entertainment,First Generation,61907,"Abel Talamˆntez Mendoza , is a Mexican American singer"
Mexico,Coke Escovedo,Arts/Entertainment,Second Generation or Higher,61831,"Joseph Thomas ""Coke"" Escovedo  was an American percussionist"
Mexico,Eddie Bravo,Sports,First Generation,61759,Eddie Bravo  is a Mexican-American practitioner of Brazilian Jiu-Jitsu who holds a third degree black belt under Jean-Jacques Machado of the Machado family lineage
Mexico,Tyler Posey,Arts/Entertainment,Second Generation or Higher,61675,Tyler Garcia Posey  is an American actor and musician
Mexico,Alejandro Escovedo,Arts/Entertainment,First Generation,61485,Alejandro Escovedo  is a Mexican American singer-songwriter
Mexico,Juan Bautista Alvarado,Government,Second Generation or Higher,61309,"Juan Bautista ValentÍn Alvarado y Vallejo  was a Californio and twice Governor of Alta California from 1836 to 1837, and 1838 to 1842"
Mexico,Aundrea Fimbres,Arts/Entertainment,First Generation,61252,Aundrea Aurora Fimbres  is an American singer and dancer
Mexico,Louis R. Rocco,Government,Second Generation or Higher,61156,"Chief Warrant Officer Two Louis Richard Rocco  was a United States Army soldier who received the Medal of Honorãthe United States' highest military decorationãfor his actions near the village of Katum, in the Republic of Vietnam, during the Vietnam War"
Mexico,Miguel A. Pulido,Government,Second Generation or Higher,61149,Miguel A  Pulido  is an American politician
Mexico,Lucian Adams,Government,Second Generation or Higher,61139,Staff Sergeant Lucian Adams  was a United States Army soldier during World War II who received the Medal of Honor for single-handedly destroying enemy machine gun emplacements to re-establish supply lines to U
Mexico,Juan Felipe Herrera,Literature,Second Generation or Higher,61112,"Juan Felipe Herrera  is a poet, performer, writer, cartoonist, teacher, and activist"
Mexico,Marcario Garcia,Government,First Generation,60867,"Staff Sergeant Marcario GarcÍa also known as Macario GarcÍa [note 1]  was the first Mexican immigrant to receive the Medal of Honor, the United States' highest military decoration"
Mexico,Edward Hidalgo,Government,First Generation,60866,"Edward Hidalgo  served as the United States Secretary of the Navy in the Carter administration from October 24, 1979 to January 20, 1981"
Mexico,Robert Gamez,Sports,Second Generation or Higher,60629,Robert Anthony Gamez  is an American professional golfer who currently plays on the PGA Tour
Mexico,Marcelino Serna,Government,First Generation,60527,Private Marcelino Serna  was an undocumented Mexican immigrant [note 1] who joined the United States Army and became the most decorated soldier from Texas in World War I
Mexico,Memo Gidley,Sports,Second Generation or Higher,60421,"Jos_ Guillermo ""Memo"" Gidley is a Mexican-American racing driver, of German and Canadian ancestry, born in La Paz, Baja California Sur, Mexico in September 29, 1970"
Mexico,Randy Flores,Sports,Second Generation or Higher,60283,Randy Alan Flores  is a former Major League Baseball relief pitcher
Mexico,Michael Carbajal,Sports,First Generation,60199,Michael Carbajal  is an American five-time world boxing champion of Mexican descent
Mexico,Lydia Mendoza,Arts/Entertainment,Second Generation or Higher,60088,"Lydia Mendoza  was an American guitarist and singer of Tejano, conjunto, and traditional Mexican-American music"
Mexico,Greg Camarillo,Sports,First Generation,59964,Greg Camarillo  is a former American football wide receiver
Mexico,Johnny Tapia,Sports,Second Generation or Higher,59950,"John Lee Anthony ""Johnny"" Tapia  was an American five-time boxing world champion from Albuquerque, New Mexico"
Mexico,Daniel Olivas,Literature,First Generation,59799,Daniel Olivas  is a United States author and attorney
Mexico,Hank Aguirre,Sports,Second Generation or Higher,59790,"Henry John ""Hank"" Aguirre  was a Major League Baseball  pitcher who played with the Cleveland Indians , Detroit Tigers , Los Angeles Dodgers , and Chicago Cubs "
Mexico,Andrew Garcia,Arts/Entertainment,First Generation,59786,"Andrew Adrian Garcia  is an American singer from Moreno Valley, California who was the ninth place finalist on the ninth season of American Idol"
Mexico,Romina Power,Arts/Entertainment,First Generation,59378,Romina Francesca Power  is an  and actress born in Los Angeles
Mexico,David M. Gonzales,Government,Second Generation or Higher,59310,Private First Class David M
Mexico,Rudolfo Anaya,Literature,First Generation,59283,Rudolfo Anaya  is an American author
