Source Country,Field Of Influence,Name,Influence,log(influence),Description,Unknown
Germany,Arts/Entertainment,Jon Hamm,270295,4.909850195,"Jonathan Daniel ""Jon"" Hamm  is an American actor, director, and television producer",83
Germany,Business/Technology,Elon Musk,269890,4.908918512,"Elon Reeve Musk  is a South African-born, Canadian-American entrepreneur, engineer, inventor and investor",105
Germany,Government,Louis Brandeis,269198,4.907323358,Louis Dembitz Brandeis  was an American lawyer and associate justice on the Supreme Court of the United States from 1916 to 1939,128
Germany,Arts/Entertainment,David Hasselhoff,266402,4.900836173,"David Michael Hasselhoff , nicknamed ""The Hoff"", is an American actor, singer, producer, and businessman",104
Germany,Other,J. Edgar Hoover,264843,4.897189404,John Edgar Hoover  was the first Director of the Federal Bureau of Investigation  of the United States,102
Germany,Arts/Entertainment,Mae West,260658,4.887292784,"Mary Jane ""Mae"" West  was an American actress, singer, playwright, screenwriter, and sex symbol whose entertainment career spanned seven decades",144
Germany,Sports,Stephen Strasburg,260160,4.886104558,Stephen James Strasburg  is an American professional baseball pitcher for the Washington Nationals of Major League Baseball ,124
Germany,Military,John J. Pershing,259145,4.883675712,"John Joseph ""Black Jack"" Pershing  was the general in the United States Army who led the American Expeditionary Forces to victory over Germany in World War I, 1917",163
Germany,Sports,Lindsey Vonn,256422,4.877112411,Lindsey Caroline Vonn  is an American World Cup alpine ski racer on the United States Ski Team,94
Germany,Sports,Jacoby Ellsbury,255939,4.875940953,Jacoby McCabe Ellsbury  is an American professional baseball center fielder for the New York Yankees of Major League Baseball ,126
Germany,Arts/Entertainment,Bruce Willis,254140,4.871558156,"Walter Bruce Willis  is an American actor, producer and singer",62
Germany,Arts/Entertainment,Matt Groening,251027,4.863900332,"Matthew Abram ""Matt"" Groening  is an American cartoonist, screenwriter, and producer",84
Germany,Sports,Honus Wagner,249622,4.860412947,"Johannes Peter ""Honus"" Wagner  was an American baseball shortstop who played 21 seasons in Major League Baseball from 1897 to 1917, almost entirely for the Pittsburgh Pirates",174
Germany,Arts/Entertainment,Liv Tyler,247994,4.856347415,Liv Rundgren Tyler  is an American actress and former child model,65
Germany,Literature,John Steinbeck,247729,4.855683117,,0
Germany,Military,George Armstrong Custer,247533,4.855191331,George Armstrong Custer  was a United States Army officer and cavalry commander in the American Civil War and the American Indian Wars,134
Germany,Arts/Entertainment,Halle Berry,247266,4.85452077,Halle Maria Berry  is an American actress and former fashion model,66
Germany,Sports,Danny Wuerffel,245913,4.851111588,Daniel Wuerffel  is an American former college and professional football quarterback who won the 1996 Heisman Trophy and the 1996 national football championship while playing college football for the University of Florida,221
Germany,Other,Pat Nixon,243962,4.846162445,"Thelma Catherine ""Pat"" Ryan Nixon  was the wife of Richard Nixon, 37th President of the United States, and First Lady of the United States from 1969 to 1974",156
Germany,Business/Technology,Eric Schmidt,242069,4.841322453,"Eric Emerson Schmidt  is an American software engineer, businessman, and the executive chairman of Google",105
Germany,Other,About Wikipedia,241170,4.839010633,"Wikipedia  is a multilingual, web-based, free-content encyclopedia project supported by the Wikimedia Foundation and based on a model of openly editable content",160
Germany,Sports,Casey Stengel,239867,4.835644566,"Charles Dillon ""Casey"" Stengel , nicknamed ""The Old Perfessor"", was an American Major League Baseball outfielder and manager",124
Germany,Arts/Entertainment,Jon Voight,236464,4.826766543,"Jonathan Vincent ""Jon"" Voight  is an American actor",51
Germany,Religion,Paul Tillich,235295,4.823687251,Paul Johannes Tillich  was a German American Christian existentialist philosopher and theologian who is widely regarded as one of the most influential theologians of the twentieth century,187
Germany,Other,Buzz Aldrin,234977,4.822846952,"Buzz Aldrin  is an American engineer and former astronaut, and the second person to walk on the Moon",100
Germany,Sports,Sigi Schmid,234339,4.821157634,"Siegfried ""Sigi"" Schmid  is a German-American association football coach who coaches Seattle Sounders FC in Major League Soccer ",128
Germany,Literature,L. Frank Baum,233595,4.819181827,"Lyman Frank Baum , better known by his pen name L",49
Germany,Academia/Science,Herbert A. Simon,232614,4.816566989,"Herbert Alexander Simon , a Nobel laureate, was an American political scientist, economist, sociologist, psychologist, computer scientist, and Richard King Mellon Professor—most notably at Carnegie Mellon University—whose research ranged across the fields of cognitive psychology, cognitive science, computer science, public administration, economics, management, philosophy of science, sociology, and political science, unified by studies of decision-making",458
Germany,Arts/Entertainment,Lillian Gish,232374,4.815925595,"Lillian Diana Gish  was an American stage, screen and television actress, director and writer whose film acting career spanned 75 years, from 1912 to 1987",154
Germany,Sports,Brian Urlacher,231629,4.813930371,Brian Urlacher  is a former American football linebacker who spent his entire 13-year career playing for the Chicago Bears of the National Football League ,155
Germany,Government,Dana Rohrabacher,230426,4.810694966,Dana Tyrone Rohrabacher  is the U,33
Germany,Sports,Brad Friedel,229594,4.808447449,Bradley Howard Friedel /_fri_d_l/  is an American soccer player who plays as goalkeeper for Tottenham Hotspur in the Premier League,131
Germany,Academia/Science,Gustave Whitehead,229534,4.808285054,"Gustave Albin Whitehead, born Gustav Albin Weisskopf,  was an aviation pioneer who emigrated from Germany to the United States where he designed and built gliders, flying machines and engines between 1897 and 1915",213
Germany,Sports,Roger Staubach,228168,4.804576326,Roger Thomas Staubach  is a former star National Football League quarterback who is executive chairman of Jones Lang LaSalle,124
Germany,Arts/Entertainment,Marlene Dietrich,228165,4.804568157,"Marie Magdalene ""Marlene"" Dietrich  was a German-American actress and singer",76
Germany,Arts/Entertainment,Phyllis Diller,227944,4.803966042,"Phyllis Ada Driver , better known as Phyllis Diller, was an American stand-up comedian, actress, singer, dancer, and voice artist, best known for her eccentric stage persona, her self-deprecating humor, her wild hair and clothes, and her exaggerated, cackling laugh",265
Germany,Sports,Chael Sonnen,227806,4.803589764,Chael Patrick Sonnen  is an American former mixed martial artist who last competed in the light heavyweight division of the Ultimate Fighting Championship,154
Germany,Business/Technology,Peter Thiel,226714,4.800604201,"Peter Andreas Thiel  is an American entrepreneur, venture capitalist, and hedge fund manager",92
Germany,Arts/Entertainment,Aaron Eckhart,222453,4.788815323,Aaron Edward Eckhart  is an American film and stage actor,57
Germany,Arts/Entertainment,Kevin Costner,220488,4.783302484,"Kevin Michael Costner  is an American actor, film director, producer, musician, and singer",90
Germany,Sports,Bob Griese,219864,4.78154156,"Robert Allen ""Bob"" Griese  is a former American football quarterback who earned All-American honors with the Purdue Boilermakers before being drafted in 1967 by the American Football League's Miami Dolphins",206
Germany,Other,Joe Wurzelbacher,219821,4.78142003,"Samuel Joseph Wurzelbacher , better known by the nickname ""Joe the Plumber"", is an American conservative activist and commentator",129
Germany,Sports,Jim Tressel,214926,4.767427694,"James Patrick ""Jim"" Tressel  is an American college administrator and former college football coach who served as head coach of the Youngstown State Penguins from 1986 to 2000 and the Ohio State Buckeyes from 2001 to 2010, winning five national championships between the two schools",282
Germany,Arts/Entertainment,Charles M. Schulz,214905,4.767366982,"Charles Monroe Schulz , nicknamed Sparky, was an American cartoonist, best known for the comic strip Peanuts ",109
Germany,Government,Richard Lugar,213951,4.76460263,"Richard ""Dick"" Green Lugar, KBE , is an American politician and member of the Republican Party who served as a United States Senator, representing Indiana from 1977 to 2013",172
Germany,Other,Rosalynn Carter,212943,4.76166838,"Eleanor Rosalynn Carter  is the wife of the 39th President of the United States, Jimmy Carter and in that capacity served as the First Lady of the United States from 1977 to 1981",178
Germany,Government,Timothy Geithner,212882,4.761490366,"Timothy Franz Geithner  is an American economic policy maker and central banker who served as the 75th United States Secretary of the Treasury, under President Barack Obama, from 2009 to 2013",191
Germany,Arts/Entertainment,Marilyn Manson,212806,4.761268506,"Brian Hugh Warner , known professionally as Marilyn Manson, is an American musician, songwriter, multi-instrumentalist, actor, painter, multimedia artist, and former music journalist",182
Germany,Other,Barbara Bush,211179,4.756499862,"Barbara Pierce Bush  is the wife of the 41st President of the United States, George H",85
Germany,Sports,Jim Boeheim,210047,4.753160311,"James Arthur ""Jim"" Boeheim  is the head coach of the men's basketball team at Syracuse University",97
Germany,Literature,Kurt Vonnegut,208668,4.749067675,,0
Germany,Arts/Entertainment,John Denver,208209,4.74769944,"Henry John Deutschendorf, Jr",28
Germany,Arts/Entertainment,Carole Lombard,207723,4.746247429,Carole Lombard  was an American film actress,44
Germany,Sports,Duke Snider,207104,4.74439313,"Edwin Donald ""Duke"" Snider , nicknamed ""The Silver Fox"" and ""The Duke of Flatbush"", was a Major League Baseball  center fielder who played for the Brooklyn and Los Angeles Dodgers , New York Mets , and San Francisco Giants ",223
Germany,Sports,Kasey Keller,206696,4.743167878,Kasey C  Keller  is an American former soccer player who last played for Seattle Sounders FC in Major League Soccer in 2011 as well as being the former starter goalkeeper for the United States men's national soccer team,219
Germany,Arts/Entertainment,Katherine Heigl,203973,4.734928055,"Katherine Marie Heigl  is an American actress, film producer and former fashion model",85
Germany,Sports,Chuck Klein,201405,4.72705585,"Charles Herbert ""Chuck"" Klein , nicknamed the ""Hoosier Hammer"", was a Major League Baseball outfielder who played for the Philadelphia Phillies , Chicago Cubs  and Pittsburgh Pirates ",183
Germany,Arts/Entertainment,Johnny Weissmuller,199900,4.722395487,Johnny Weissmuller  was an American competition swimmer and actor best known for playing Tarzan in films of the 1930s and 1940s and for having one of the best competitive swimming records of the 20th century,207
Germany,Religion,Reinhold Niebuhr,199307,4.720549568,"Karl Paul Reinhold Niebuhr  was an American theologian, ethicist, public intellectual, commentator on politics and public affairs, and professor at Union Theological Seminary for more than 30 years",197
Germany,Sports,Carl Hubbell,198438,4.717834558,"Carl Owen Hubbell , nicknamed ""The Meal Ticket"" and ""King Carl"", was an American baseball player",96
Germany,Sports,Dana Vollmer,198244,4.717226822,"Dana Whitney Vollmer  is an American competition swimmer, Olympic gold medalist, and world record-holder",104
Germany,Business/Technology,David Rockefeller,197667,4.715415755,David Rockefeller  is an American banker and philanthropist who served as chairman and chief executive of Chase Manhattan Corporation,133
Germany,Arts/Entertainment,Naya Rivera,197581,4.715145369,"Naya Rivera Dorsey  is an American actress and singer, known for playing Santana Lopez on Fox's musical comedy-drama television series Glee",139
Germany,Arts/Entertainment,Carl Eytel,197128,4.71371918,Carl Eytel  was a German American artist who built his reputation for paintings and drawings of desert subjects in the American Southwest,137
Germany,Sports,Rebecca Lobo,196437,4.711537366,Rebecca Rose Lobo-Rushin  is an American television basketball analyst and former women's basketball player in the Women's National Basketball Association  from 1997 to 2003,173
Germany,Other,Recent changes,195198,4.707605968,"A wiki  is an application, typically a web application, which allows collaborative modification, extension, or deletion of its content and structure",148
Germany,Sports,Nick Swisher,195108,4.707319422,Nicholas Thompson Swisher  is an American professional baseball outfielder and primarily a first baseman for the Cleveland Indians of Major League Baseball,155
Germany,Literature,Thomas Mann,194795,4.706321852,"Paul Thomas Mann  was a German novelist, short story writer, social critic, philanthropist, essayist, and the 1929 Nobel Prize in Literature laureate",149
Germany,Other,Lauren Conrad,194727,4.706104915,"Lauren Katherine Tell  is an American television personality, fashion designer, and author",90
Germany,Sports,Evel Knievel,194082,4.704043433,"Robert Craig ""Evel"" Knievel  was an American daredevil, painter, entertainer, and international icon",100
Germany,Sports,Hoyt Wilhelm,192876,4.700170494,"James Hoyt Wilhelm , nicknamed ""Old Sarge"", was an American Major League Baseball  pitcher with the New York Giants, St",119
Germany,Arts/Entertainment,Clark Gable,191699,4.696367265,"Clark Gable  was an American film actor, often referred to as ""The King of Hollywood"" or just simply as ""The King""",114
Germany,Academia/Science,Maria Goeppert,190312,4.691855377,"Maria Goeppert Mayer  was a German-born American theoretical physicist, and Nobel laureate in Physics for proposing the nuclear shell model of the atomic nucleus",161
Germany,Other,Jimmy Kimmel,189834,4.690292829,"James Christian ""Jimmy"" Kimmel  is an American television host, producer, writer, comedian, voice actor, musician and radio personality",135
Germany,Arts/Entertainment,Arnold Schoenberg,189520,4.689264242,Arnold Schoenberg or Schönberg ; 13 September 1874 ,51
Germany,Government,Dick Gephardt,189375,4.688788683,"Richard Andrew ""Dick"" Gephardt  is an American politician who served as a United States Representative from Missouri from 1977 to 2005",134
Germany,Arts/Entertainment,Bix Beiderbecke,189230,4.688312759,"Leon ""Bix"" Beiderbecke  was an American jazz cornetist, jazz pianist, and composer",82
Germany,Sports,Marge Schott,188561,4.686112211,"Margaret Unnewehr Schott  was the managing general partner, president and CEO of Major League Baseball's Cincinnati Reds franchise from 1984 to 1999",148
Germany,Sports,Bo Schembechler,188238,4.685046968,"Glenn Edward ""Bo"" Schembechler, Jr",34
Germany,Sports,Kimmie Meissner,188163,4.68479936,"Kimberly Claire ""Kimmie"" Meissner  is an American figure skater",63
Germany,Arts/Entertainment,Candice Michelle,187756,4.683453945,"Candice Michelle Beckman Ehrlich  better known as Candice  is an American model, actress, and retired professional wrestler best known for her time with World Wrestling Entertainment",182
Germany,Literature,Sylvia Plath,187442,4.682413965,"Sylvia Plath  was an American poet, novelist, and short-story writer",68
Germany,Other,Stacy Keibler,187417,4.682331089,"Stacy Ann-Marie Keibler [citation needed] is an American actress, model, former professional wrestler and valet who is best known for her work with World Championship Wrestling  and World Wrestling Entertainment  as a WWE Diva",226
Germany,Arts/Entertainment,Alison Krauss,187382,4.682215045,Alison Maria Krauss  is an American bluegrass-country singer-songwriter and musician,84
Germany,Government,Wendell Willkie,186483,4.679226901,Wendell Lewis Willkie  was a corporate lawyer in the United States and a dark horse who became the Republican Party nominee for president in 1940,145
Germany,Sports,Christian Ehrhoff,184406,4.672267804,Christian Ehrhoff  is a German professional ice hockey player who is currently playing for the Pittsburgh Penguins in the National Hockey League ,145
Germany,Sports,Jon Lieber,184210,4.671607054,Jonathan Ray Lieber  is a former Major League Baseball  pitcher,63
Germany,Arts/Entertainment,Alfred Stieglitz,184041,4.67103676,Alfred Stieglitz  was an American photographer and modern art promoter who was instrumental over his fifty-year career in making photography an accepted art form,161
Germany,Other,Tools,183627,4.669637493,"A tool is any physical item that can be used to achieve a goal, especially if the item is not consumed in the process",117
Germany,Arts/Entertainment,Ludwig Mies van der Rohe,182769,4.666727492,Ludwig Mies van der Rohe  was a German-American architect,57
Germany,Arts/Entertainment,Uma Thurman,181086,4.660979521,Uma Karuna Thurman  is an American actress and model,52
Germany,Arts/Entertainment,John Malkovich,181063,4.660900599,"John Gavin Malkovich  is an American actor, director, producer, and fashion designer",84
Germany,Sports,Matt Hasselbeck,179463,4.655385643,Matthew Michael Hasselbeck  is an American football quarterback for the Indianapolis Colts of the National Football League ,123
Germany,Sports,Bob Uecker,179379,4.655094751,"Robert George ""Bob"" Uecker  is a retired American Major League Baseball player, later a sportscaster, comedian and actor",120
Germany,Government,Carl Schurz,178214,4.651046251,"Carl Christian Schurz  was a German revolutionary, American statesman and reformer, U",85
Germany,Arts/Entertainment,Sarah Jessica Parker,177749,4.649422931,"Sarah Jessica Parker  is an actress, producer, model, and fashion and fragrance designer",88
Germany,Other,Rockefeller family,177543,4.648702425,"The Rockefeller family /_r_k_f_l_r/ is an American industrial, political, and banking family that made one of the world's largest fortunes in the oil business during the late 19th and early 20th centuries, with John D",217
Germany,Arts/Entertainment,Amy Poehler,177410,4.648236799,"Amy Meredith Poehler  is an American actress, comedian, voice artist, director, producer and writer",99
Germany,Arts/Entertainment,Dakota Fanning,177059,4.647006291,Hannah Dakota Fanning  is an American actress who rose to prominence after her breakthrough performance at age seven in the 2001 film I Am Sam,142
Germany,Arts/Entertainment,Melissa Auf der Maur,176989,4.646760598,"Melissa Gaboriau Auf der Maur  is a Canadian musician, singer-songwriter, photographer and actress",98
Germany,Arts/Entertainment,Jeremy Renner,176639,4.645530677,"Jeremy Lee Renner  is an American actor, singer, and film producer",66
Germany,Sports,Kirk Hinrich,176609,4.645425142,Kirk James Hinrich  is an American professional basketball player for the Chicago Bulls of the National Basketball Association ,127
Germany,Arts/Entertainment,John Philip Sousa,175917,4.642985808,"John Philip Sousa  was an American composer and conductor of the late Romantic era, known primarily for American military and patriotic marches",143
Germany,Arts/Entertainment,Christopher Walken,175822,4.642650179,Christopher Walken  is an American actor,40
Germany,Arts/Entertainment,Amanda Seyfried,175427,4.641252724,Amanda Michelle Seyfried  is an American actress and singer,59
Germany,Sports,Charlie Gehringer,174917,4.639443753,"Charles Leonard Gehringer , nicknamed ""The Mechanical Man,"" was a German-American Major League Baseball second baseman who played 19 seasons  for the Detroit Tigers",164
Germany,Sports,David Freese,174078,4.636456312,David Richard Freese  is an American professional baseball third baseman for the Los Angeles Angels of Anaheim of Major League Baseball ,136
Germany,Military,Chester W. Nimitz,173758,4.635313088,Chester William Nimitz  was a fleet admiral of the United States Navy,69
Germany,Other,Navigation,173528,4.634490094,Navigation is a field of study that focuses on the process of monitoring and controlling the movement of a craft or vehicle from one place to another,149
Germany,Arts/Entertainment,Val Kilmer,172759,4.631730491,Val Edward Kilmer  is an American actor,39
Germany,Sports,Warren Spahn,172595,4.631140378,Warren Edward Spahn  was a Major League Baseball left-handed pitcher,68
Germany,Arts/Entertainment,Irving Thalberg,172394,4.630416365,Irving Grant Thalberg  was an American film producer during the early years of motion pictures,94
Germany,Sports,Whitey Herzog,170871,4.624902844,"Dorrel Norman Elvert ""Whitey"" Herzog  is a former Major League Baseball manager",79
Germany,Sports,Adolph Rupp,168497,4.616209784,Adolph Frederick Rupp  was one of the most successful coaches in the history of American college basketball,107
Germany,Arts/Entertainment,Elijah Wood,167841,4.613786054,Elijah Jordan Wood  is an American actor and film producer,58
Germany,Arts/Entertainment,Fred Durst,167326,4.611876632,"William Frederick ""Fred"" Durst  is an American musician and film director from Jacksonville, Florida",100
Germany,Sports,Frank Frisch,167113,4.611085191,"Frank Francis Frisch , nicknamed The Fordham Flash or The Old Flash, was a German American Major League Baseball player and manager of the first half of the twentieth century",174
Germany,Arts/Entertainment,Rock Hudson,166665,4.609417266,Rock Hudson  was an American actor,34
Germany,Government,Reince Priebus,166076,4.607217558,"Reinhold Richard ""Reince"" Priebus  is the chairman of the Republican National Committee and the former chairman of the Wisconsin Republican Party",145
Germany,Arts/Entertainment,Casey Affleck,166044,4.607097825,"Caleb Casey McGuire Affleck-Boldt  is an American actor, film director, screenwriter and producer",97
Germany,Government,Tom Daschle,165866,4.606431394,"Thomas Andrew ""Tom"" Daschle  is a policy advisor, lobbyist, former U",68
Germany,Sports,Bruce Sutter,165546,4.605231514,Howard Bruce Sutter  is a former Major League Baseball right-handed relief pitcher,82
Germany,Sports,Charlie Weis,165259,4.604153398,"Charles Joseph ""Charlie"" Weis  is an American football coach who most recently was the head coach for the Kansas Jayhawks",121
Germany,Sports,Allison Schmitt,165097,4.603544017,"Allison Rodgers Schmitt  is an American competition swimmer who specializes in freestyle events, and is a six-time Olympic medalist",131
Germany,Sports,Fritz Crisler,164900,4.602802174,"Herbert Orin ""Fritz"" Crisler  was an American college football coach who is best known as ""the father of two-platoon football,"" an innovation in which separate units of players were used for offense and defense",210
Germany,Sports,John Heisman,164347,4.600714996,"John William Heisman  was an American player and coach of football, basketball, and baseball",92
Germany,Sports,Mark Buehrle,163432,4.597246056,Mark Alan Buehrle  is an American professional baseball pitcher for the Toronto Blue Jays of Major League Baseball ,115
Germany,Sports,Walter Hagen,162952,4.595418509,Walter Charles Hagen  was an American professional golfer and a major figure in golf in the first half of the 20th century,122
Germany,Arts/Entertainment,Roland Emmerich,162613,4.594124558,"Roland Emmerich  is a German film director, screenwriter, and producer",70
Germany,Sports,Frank Viola,162247,4.592724517,,0
Germany,Arts/Entertainment,Paul Walker,160426,4.585711454,Paul William Walker IV  was an American actor,45
Germany,Government,Robert Zoellick,158996,4.580148188,"Robert Bruce Zoellick  is an American banker who was the eleventh president of the World Bank, a position he held from July 1, 2007 to June 30, 2012",148
Germany,Arts/Entertainment,Jaco Pastorius,158378,4.577728421,"John Francis Anthony Pastorius III , known as Jaco Pastorius, was an influential American jazz musician, composer, big band leader and electric bass player",155
Germany,Military,Elmo Zumwalt,158366,4.577681342,"Elmo Russell ""Bud"" Zumwalt, Jr",30
Germany,Other,Chesley Sullenberger,157976,4.576149324,"Chesley Burnett ""Sully"" Sullenberger, III  is a retired airline captain, aviation safety expert and accident investigator, best-selling author, speaker and consultant",166
Germany,Sports,Ray Nitschke,157948,4.576039188,"Raymond Ernest ""Ray"" Nitschke  was a professional American football middle linebacker who spent his entire 15-year National Football League  career with the Green Bay Packers",174
Germany,Sports,Max Scherzer,157227,4.573196429,"Maxwell M  ""Max"" Scherzer  is an American professional baseball pitcher for the Washington Nationals of Major League Baseball ",126
Germany,Other,Heidi Montag,157167,4.572959274,"Heidi Blair Pratt  is an American television personality, singer, fashion designer, and author",94
Germany,Arts/Entertainment,Luise Rainer,155834,4.567666994,Luise Rainer  was a German and American film actress,52
Germany,Sports,Wes Welker,154637,4.56287594,"Wesley Carter ""Wes"" Welker  is an American football wide receiver and return specialist who is currently a free agent",117
Germany,Sports,Red Schoendienst,152604,4.554653129,"Albert Fred ""Red"" Schoendienst  is an American Major League Baseball  coach, and former player and manager",106
Germany,Academia/Science,Hannah Arendt,152249,4.553206045,"Johanna ""Hannah"" Arendt  was a German-born political theorist",61
Germany,Sports,David Eckstein,151971,4.552070477,David Mark Eckstein  is a retired American professional baseball player who was an infielder in Major League Baseball for ten seasons,133
Germany,Arts/Entertainment,Sean Astin,151658,4.550789454,"Sean Patrick Astin  is an American actor, director, voice artist, and producer best known for his film roles as Samwise Gamgee in The Lord of the Rings trilogy, Mikey Walsh in The Goonies, and the title character of Rudy",220
Germany,Arts/Entertainment,Marx Brothers,150797,4.547251931,"The Marx Brothers were a family comedy act that was successful in vaudeville, on Broadway, and in motion pictures from 1905 to 1949",131
Germany,Arts/Entertainment,William Wyler,149785,4.543068092,"William Wyler  was an American film director, producer and screenwriter",71
Germany,Academia/Science,Thomas Nast,149596,4.542283591,"Thomas Nast  was a German-born American caricaturist and editorial cartoonist considered to be the ""Father of the American Cartoon""",131
Germany,Business/Technology,George Westinghouse,149435,4.54161453,,0
Germany,Arts/Entertainment,Tom Petty,149106,4.540245075,"Thomas Earl ""Tom"" Petty  is an American musician, singer, songwriter, multi-instrumentalist, and record producer",112
Germany,Arts/Entertainment,James Hetfield,149071,4.54009921,"James Alan Hetfield  is the co-founder, lead vocalist, rhythm guitarist, main songwriter, and lyricist for the American heavy metal band Metallica",146
Germany,Arts/Entertainment,Wim Wenders,148751,4.538764002,"Ernst Wilhelm ""Wim"" Wenders  is a German filmmaker, playwright, author, photographer, and a major figure in New German Cinema",125
Germany,Religion,St. John Neumann,147086,4.531770059,"John Nepomucene Neumann, C",26
Germany,Arts/Entertainment,Anni Albers,146395,4.528844191,Annelise Albers   was an American textile artist and printmaker,63
Germany,Arts/Entertainment,John Ritter,146104,4.527607889,"Jonathan Southworth ""John"" Ritter  was an American actor, comedian, and voice-over artist",89
Germany,Sports,Craig Sager,145981,4.527084588,,0
Germany,Arts/Entertainment,Kevin Kline,145750,4.526100611,Kevin Delaney Kline  is an American actor,41
Germany,Arts/Entertainment,Patty Duke,145693,4.525857571,"Anna Marie ""Patty"" Duke  is an American actress of stage, film and television",77
Germany,Government,Winthrop Rockefeller,145368,4.52447,"Winthrop Rockefeller  was an American politician and philanthropist, who served as the first Republican Governor of Arkansas since Reconstruction",145
Germany,Academia/Science,Rudolf Carnap,145184,4.523683045,Rudolf Carnap  was a German-born philosopher who was active in Europe before 1935 and in the United States thereafter,117
Germany,Sports,Ryan Zimmerman,144542,4.520929425,Ryan Wallace Zimmerman  is an American professional baseball first baseman who plays for the Washington Nationals of Major League Baseball,138
Germany,Sports,Bobby Shantz,144317,4.519961476,"Robert Clayton Shantz  is a former Major League Baseball pitcher for the Philadelphia Athletics , Kansas City Athletics , New York Yankees , Pittsburgh Pirates , Houston Colt ",175
Germany,Sports,Thomas Dooley,143520,4.516520603,"Thomas Dooley  is a retired German-American soccer defender and defensive midfielder, a long-time member and former captain of the United States national team",158
Germany,Sports,Jordan Spieth,143192,4.515098982,"Jordan Alexander Spieth  is an American professional golfer on the PGA Tour, currently ranked second in the world rankings",122
Germany,Literature,August Derleth,143073,4.514582406,August William Derleth  was an American writer and anthologist,62
Germany,Arts/Entertainment,Kurt Weill,143037,4.514426046,"Kurt Julian Weill  was a German composer, active from the 1920s in his native country, and in his later years in the United States",130
Germany,Arts/Entertainment,Ace Frehley,141842,4.509213309,"Paul Daniel ""Ace"" Frehley  is an American musician best known as the former lead guitarist and founding member of the rock band Kiss",132
Germany,Arts/Entertainment,Veronica Lake,139517,4.498944318,"Veronica Lake  was an American film, stage, and television actress",66
Germany,Sports,Matt Schaub,139164,4.49737025,Matthew Rutledge Schaub  is an American football quarterback for the Baltimore Ravens of the National Football League ,118
Germany,Military,Marc Mitscher,139135,4.497240758,"Admiral Marc Andrew ""Pete"" Mitscher  was a pioneer in naval aviation who became an admiral in the United States Navy, and served as commander of the Fast Carrier Task Force in the Pacific during the latter half of World War II",226
Germany,Sports,Clay Buchholz,138511,4.494447895,Clayton Daniel Buchholz is an American professional baseball pitcher with the Boston Red Sox of Major League Baseball ,118
Germany,Academia/Science,Edmund C. Jaeger,138511,4.494447895,,0
Germany,Literature,Henry Miller,138161,4.492875872,Henry Valentine Miller  was an American writer,46
Germany,Arts/Entertainment,George Antheil,137262,4.488819696,"George Antheil  was an American avant-garde composer, pianist, author and inventor whose modernist musical compositions explored the modern sounds ",147
Germany,Literature,H. L. Mencken,137119,4.48817205,"Henry Louis ""HL"" Mencken  was an American journalist, satirist, cultural critic and scholar of American English",111
Germany,Sports,Chuck Knoblauch,136004,4.483098934,"Edward Charles ""Chuck"" Knoblauch  is a retired Major League Baseball player",75
Germany,Government,Jim Risch,134906,4.478062358,"James Elroy ""Jim"" Risch  is a Republican politician, rancher, and attorney from Ada County, Idaho, currently serving as the junior United States Senator from Idaho",163
Germany,Literature,Charles Bukowski,134666,4.476956008,"Henry Charles Bukowski  was a German-born American poet, novelist, and short story writer",89
Germany,Sports,Marcus Hahnemann,134426,4.475847685,Marcus Stephen Hahnemann  is a retired American international soccer player,75
Germany,Religion,Barbara Heinemann Landmann,134030,4.474014619,"Barbara Heinemann Landmann  was twice a Werkzeug, or Instrument, for the Community of True Inspiration",102
Germany,Literature,Walter Lippman,133650,4.472250517,"Walter Lippmann  was an American writer, reporter, and political commentator famous for being among the first to introduce the concept of Cold War, coining the term ""stereotype"" in the modern psychological meaning, and critiquing media and democracy in his newspaper column and several books, most notably his 1922 book Public Opinion",334
Germany,Religion,Donald Wuerl,133527,4.47167843,Donald William Wuerl  is an American cardinal of the Catholic Church,68
Germany,Sports,Geoff Schwartz,133491,4.47151089,"Geoffrey Isaiah ""Geoff"" Schwartz  is an American football offensive guard for the New York Giants of the National Football League ",130
Germany,Sports,Harry Heilmann,133047,4.469440844,"Harry Edwin Heilmann , nicknamed ""Slug,"" was a Major League Baseball player who played 17 seasons with the Detroit Tigers  and Cincinnati Reds ",143
Germany,Academia/Science,Katherine Esau,132918,4.468838117,Katherine Esau  was a German-American botanist who received the National Medal of Science for her work on plant anatomy,119
Germany,Government,Brian Schweitzer,132364,4.466242991,"Brian David Schweitzer  is an American politician who served as the 23rd Governor of Montana from January 5, 2005 to January 7, 2013",132
Germany,Arts/Entertainment,Kim Basinger,132243,4.465674741,"Kimila Ann ""Kim"" Basinger  is an American actress and former fashion model",74
Germany,Other,Dutch Schultz,131790,4.463542697,"Dutch Schultz  was a New York City-area German Jewish-American mobster of the 1920s and 1930s who made his fortune in organized crime-related activities, including bootlegging and the numbers racket",198
Germany,Arts/Entertainment,Paul Dresser,131120,4.460375869,"Paul Dresser  was an American singer, songwriter, and comedic actor of the late nineteenth and early twentieth centuries",120
Germany,Arts/Entertainment,Eddie Albert,130820,4.458952638,"Edward Albert Heimberger , known professionally as Eddie Albert, was an American actor and activist",99
Germany,Sports,Bob Falkenburg,130668,4.458230288,"Robert ""Bob"" Falkenburg  is a former American amateur tennis player and entrepreneur",84
