Source Country,Field Of Influence,Name,Influence,log(influence),Description,Unknown
Germany,Arts/Entertainment,Kelly Reichardt,47755,3.832809466,Kelly Reichardt is a screenwriter and film director working within American indie cinema,88
Germany,Government,William B. Bader,47667,3.831663452,William Banks Bader  was United States Assistant Secretary of State for Educational and Cultural Affairs from 1999 to 2001,122
Germany,Arts/Entertainment,Charles Christian Nahl,47563,3.830306341,"Carl Christian Heinrich Nahl , later known as Charles Nahl, and sometimes Karl Nahl, Charles Christian Nahl or Charles C",120
Germany,Academia/Science,Werner Dahm,47517,3.829705133,Werner Karl Dahm  was an early spaceflight scientist of the Peenemünde Future Projects Office who emigrated to the US under Operation Paperclip and was the Marshall Space Flight Center Chief Aerodynamicist,205
Germany,Academia/Science,Lewis David de Schweinitz,47326,3.827202573,Lewis David de Schweinitz  was a German-American botanist and mycologist,72
Germany,Government,August Siemering,47270,3.826466924,"August Siemering , was a notable German Texan educator, writer, publisher and political leader",94
Germany,Arts/Entertainment,Mark Hellinger,47110,3.824360255,"Mark Hellinger  was an American journalist, theatre columnist and film producer",79
Germany,Military,Hubert Dilger,47011,3.823053168,Hubert Anton Casimir Dilger  was a German immigrant to the United States who became a decorated artillerist in the Union Army during the American Civil War,155
Germany,Sports,Buck Herzog,47007,3.823000299,"Charles Lincoln ""Buck"" Herzog  was an American infielder and manager in Major League Baseball who played for four National League clubs between 1908 and 1920",157
Germany,Religion,Francis Xavier Seelos,46879,3.821306097,Blessed Francis Xavier Seelos  was a German-American Roman Catholic priest and Redemptorist missionary,102
Germany,Sports,Taylor Buchholz,46843,3.820828769,Taylor Buchholz  is an American former professional baseball pitcher,68
Germany,Arts/Entertainment,Rudolf Martin,46707,3.819022214,Rudolf Martin  is a German actor working mainly in the U,56
Germany,Business/Technology,Rudolph Wurlitzer,46630,3.817997051,"Rudolph ""Rudy"" Wurlitzer  is an American novelist and screenwriter",66
Germany,Sports,Tom Herr,46620,3.817863789,Thomas Mitchell Herr  is a former second baseman in Major League Baseball who played from 1979 to 1991 for the St,113
Germany,Other,Frederick Pabst,46616,3.817810476,Frederick Pabst  was a German-American brewer who founded the Pabst Brewing Company,83
Germany,Business/Technology,Fabian Pascal,46559,3.81705027,"Fabian Pascal is a consultant to large software vendors such as IBM, Oracle Corporation, and Borland, but is better known as an author and seminar speaker",154
Germany,Sports,Joe Engel,46546,3.81687676,"Joseph William ""Joe"" Engel  was an American right-handed pitcher and scout in Major League Baseball who spent nearly his entire career with the Washington Senators, and went on to become a promoter and team owner in the minor leagues",233
Germany,Government,Gustav Schleicher,46479,3.815981743,Gustav Schleicher   was a German-born Democratic United States Representative from Texas,88
Germany,Sports,Seth Stammler,46461,3.815741071,Seth Stammler  is a retired American soccer player,50
Germany,Academia/Science,Albert Wohlstetter,46445,3.815527062,Albert Wohlstetter  was an influential and controversial nuclear strategist during the Cold War,95
Germany,Other,George Atzerodt,46442,3.815486927,"George Andreas Atzerodt  was a conspirator, with John Wilkes Booth, in the assassination of U",93
Germany,Religion,Raymond Philip Etteldorf,46355,3.814321886,Raymond Philip Etteldorf  was an Archbishop of the Roman Catholic Church,72
Germany,Government,John Andrew Shulze,46318,3.813825746,John Andrew Shulze  was a Pennsylvania political leader and the sixth Governor of Pennsylvania,94
Germany,Other,Michael Hillegas,46259,3.813033784,Michael Hillegas  was the first Treasurer of the United States,62
Germany,Other,"Frank ""The German"" Schweihs",46199,3.812227361,"Francis John Schweihs , aka ""Frank the German"", was an alleged hitman who had been known to work for The Outfit, the organized crime family in Chicago",150
Germany,Arts/Entertainment,Carly Schroeder,46189,3.812092856,Carly Brook Schroeder  is an American film and television actress,65
Germany,Religion,George Erik Rupp,46161,3.811716085,"George Erik Rupp  is an American educator and theologian, the former President of Rice University and later of Columbia University, and president of the International Rescue Committee from July 2002 to August 2013",213
Germany,Arts/Entertainment,Eric Kretz,46155,3.811635319,"Eric Kretz  is an American musician and producer, best known as the drummer for the rock band Stone Temple Pilots",113
Germany,Business/Technology,Oscar Mayer,46002,3.809572224,"The Oscar Mayer Company is an American meat and cold cut production company, owned by Kraft Foods",97
Germany,Sports,Hans Lobert,45946,3.808815388,"John Bernard ""Hans"" Lobert  was an American infielder, coach, manager and scout in Major League Baseball",104
Germany,Academia/Science,Eileen Rockefeller Growald,45918,3.808436624,Eileen Rockefeller  is an American philanthropist,49
Germany,Arts/Entertainment,John Lewis Krimmel,45841,3.807393832,"John Lewis Krimmel , sometimes called ""the American Hogarth"" was America's first painter of genre scenes",104
Germany,Arts/Entertainment,Harold Knerr,45681,3.805221377,"Harold Hering Knerr  was an American comic strip creator, who signed his work H",79
Germany,Sports,Don Hasselbeck,45602,3.80414592,"Donald William ""Don"" Hasselbeck  is a former professional football player, a tight end in the National Football League for the New England Patriots, Los Angeles Raiders, Minnesota Vikings, and the New York Giants",212
Germany,Arts/Entertainment,Reinhold Heil,45599,3.804105043,Reinhold Heil  is a film and television composer based in Los Angeles,69
Germany,Sports,Craig Lefferts,45478,3.802454098,"Craig Lindsay Lefferts  is a former relief pitcher for the Chicago Cubs, San Diego Padres, San Francisco Giants, Baltimore Orioles, Texas Rangers and California Angels between 1983 and 1994",189
Germany,Arts/Entertainment,Paul Vogel,45405,3.801455947,,0
Germany,Sports,Dick Hoblitzel,45344,3.800620645,"Richard Carleton ""Dick"" Hoblitzell  played first base in the major leagues from 1908 to 1918",92
Germany,Arts/Entertainment,Jaan Patterson,45314,3.800209428,"Jaan Patterson is a German composer and poet, and runs the Surrism-Phonoethics netlabel he had founded 2007",107
Germany,Sports,Duke Welker,45191,3.798520588,"Matthew Scott ""Duke"" Welker  is a professional baseball pitcher who is currently a free agent",93
Germany,Sports,Justin Speier,45185,3.798438088,Justin James Speier  is an American former professional baseball pitcher in Major League Baseball,97
Germany,Other,Adolph Coors,45139,3.797805224,"Adolph Herman Joseph Coors, Sr",30
Germany,Business/Technology,Noah Dietrich,45089,3.797116596,"Noah Dietrich  was an American business executive, who acted as Chief Executive Officer of the Howard Hughes empire , when, according to his own memoir, he left the Hughes operation over a dispute involving putting more of his income on a capital gains basis",258
Germany,Business/Technology,James E. Lentz III,45084,3.797047691,,0
Germany,Military,Eugene H. C. Leutze,44936,3.795004642,Eugene Henry Cozzens Leutze  was an admiral of the United States Navy,69
Germany,Sports,Drew Neitzel,44799,3.793107434,"Andrew ""Drew"" Neitzel  is an American professional basketball player",68
Germany,Sports,Justin Duchscherer,44751,3.792441347,Justin Craig Duchscherer [DUKE-shur]  is an American former professional baseball pitcher,89
Germany,Academia/Science,Hellmuth Walter,44522,3.789253686,Hellmuth Walter  was a German engineer who pioneered research into rocket engines and gas turbines,98
Germany,Arts/Entertainment,Charles Martin Loeffler,44463,3.788429755,Charles Martin Tornov Loeffler  was a German-born American violinist and composer,81
Germany,Arts/Entertainment,Rudolph Dirks,44432,3.787996403,"Rudolph Dirks  was one of the earliest and most noted comic strip artists, well known for The Katzenjammer Kids ",112
Germany,Business/Technology,Charles Von der Ahe,44135,3.783829227,"Charles Theodore Von der Ahe  was an American businessman, best known as an early innovator in the grocery business in Southern California, and founder of Vons supermarket chain in Southern California along with his two sons, Wilfred and Theodore",246
Germany,Arts/Entertainment,Maxine Bahns,44124,3.783674349,"Maxine Lee Bahns  is an American actress, triathlete and model",62
Germany,Arts/Entertainment,Harry Groener,43961,3.781374804,"Harry Groener  is a German-born American actor and dancer, perhaps best known for playing Mayor Wilkins in Buffy the Vampire Slayer ",132
Germany,Arts/Entertainment,Patrick Dahlheimer,43896,3.780455428,"Patrick ""Pat"" Dahlheimer  is the bassist for the bands Live and The Gracious Few",80
Germany,Arts/Entertainment,Ulli Kampelmann,43890,3.780370494,"Ulli Kampelmann is a professional artist and educator from Germany, currently based in Florida",94
Germany,Literature,Isaac Kaufmann Funk,43867,3.780044806,"Isaac Kaufmann Funk  was an American Lutheran minister, editor, lexicographer, publisher, and spelling reformer",111
Germany,Other,Kurt Frederick Ludwig,43839,3.779648086,"Kurt Frederick Ludwig  was a German spy and the head of the ""Joe K"" spy ring in the United States in 1940-41",108
Germany,Other,Fritz Kuhn,43713,3.777859703,Fritz Kuhn  is a German politician,34
Germany,Military,Tony F. Schneider,43646,3.776906637,Tony F  Schneider  was a former World War II pilot who taught at University of Louisville and was appointed the Holloway Plan Professor of Naval Science at the University of New Mexico,184
Germany,Military,James Martinus Schoonmaker,43637,3.776778502,"James Martinus Schoonmaker, Sr",30
Germany,Academia/Science,Leo Loeb,43583,3.776009135,"Leo Loeb , was an American physician, educator, and experimental pathologist",76
Germany,Religion,Conrad Beissel,43575,3.775895073,"Johann Conrad Beissel  was the German-born religious leader who in 1732 founded the Ephrata Community in Pennsylvania, USA",122
Germany,Academia/Science,Krafft Arnold Ehricke,43547,3.775495694,Krafft Arnold Ehricke  was a German rocket-propulsion engineer and advocate for space colonization,98
Germany,Arts/Entertainment,Ringling brothers,43547,3.775495694,The Ringling brothers were seven siblings who transformed their small touring company of performers into one of America's largest circuses in the late 19th and early 20th centuries,180
Germany,Arts/Entertainment,Nicola Marschall,43438,3.773938516,Nicola Marschall  was a German-American artist who supported the Confederate cause during the American Civil War,112
Germany,Sports,Uwe Blab,43420,3.773680992,Uwe Konstantin Blab  is a retired German professional basketball player who had a five-year career in the NBA,109
Germany,Sports,Barbara Hoffman,43251,3.771257904,Barbara Hoffman  is a former infielder who played from 1951 through 1952 in the All-American Girls Professional Baseball League,127
Germany,Sports,Greg Eckhardt,43236,3.771042379,Gregory Eckhardt  is an American soccer player,46
Germany,Sports,Eric Brunner,43229,3.770941776,Eric Brunner  is a retired American soccer player who played as a defender,74
Germany,Business/Technology,Fred Duesenberg,43229,3.770941776,"Frederick Samuel Duesenberg  was a German-born American automobile pioneer designer, manufacturer and sportsman",111
Germany,Arts/Entertainment,Kurt Kreuger,43184,3.770294649,Kurt Kreuger  was a Swiss-reared German actor,45
Germany,Literature,Hope Rockefeller Aldrich,43016,3.767872737,Hope Aldrich Rockefeller  is a newspaper publisher,50
Germany,Arts/Entertainment,Curt Bois,42804,3.76480298,Curt Bois  was a German actor,29
Germany,Military,Frank Finkel,42756,3.76410583,"Frank Finkel  was an American who rose to prominence late in his life and after his death for his claims to being the only survivor of George Armstrong Custer's famed ""Last Stand"" at the Battle of the Little Bighorn on June 25, 1876",232
Germany,Other,Disclaimers,42448,3.759613741,A disclaimer is generally any statement intended to specify or delimit the scope of rights and obligations that may be exercised and enforced by parties in a legally recognized relationship,189
Germany,Other,Gus Winkler,42417,3.759159811,"Gus Winkler  was an American gangster who headed a Prohibition-era criminal gang specializing in armed robbery and murder for hire with Fred ""Killer"" Burke",155
Germany,Literature,Friedrich Hirth,42309,3.757575782,,0
Germany,Sports,Amber DeLuca,42256,3.756796955,"Amber Anne DeLuca is an American professional strongwoman, athlete female bodybuilder, and motivational speaker",111
Germany,Academia/Science,Hans Ulrich Gumbrecht,42212,3.756149639,"Hans Ulrich Gumbrecht, best known as ""Sepp"" Gumbrecht, is a German-born American literary theorist and currently the Albert Guérard Professor in Literature in the Departments of Comparative Literature, French and Italian, German, and Spanish and Portuguese at Stanford University and Zeppelin University",303
Germany,Sports,Clint Kriewaldt,42157,3.755339545,Clint Kriewaldt  is a former American football linebacker,57
Germany,Literature,Julia Kasdorf,41897,3.751495644,Julia Mae Spicher Kasdorf  is an American poet,46
Germany,Government,Brian Roehrkasse,41849,3.750783393,"Brian J  Roehrkasse is from Urbandale, Iowa",43
Germany,Military,Frederick C. Salomon,41769,3.749594491,Frederick  C  Salomon  was a German immigrant to the United States who served as a Union brigadier general in the American Civil War,132
Germany,Government,Charles Godfrey Gunther,41732,3.749043854,Charles Godfrey Gunther  was a Democratic Mayor of New York City from 1864 until 1866,85
Germany,Business/Technology,Arthur Hays Sulzberger,41640,3.747672582,Arthur Hays Sulzberger  was the publisher of The New York Times from 1935 to 1961,81
Germany,Literature,Sade Baderinwa,41556,3.746417903,"Folasade Olayinka Baderinwa, known professionally as Sade Baderinwa ,  is a news anchor at New York's WABC Channel 7",116
Germany,Government,Martin Baum,41529,3.746014074,Martin Baum  was an American businessman and politician,55
Germany,Arts/Entertainment,Adolf Cluss,41454,3.744890949,"Adolf Cluss  was a German-born American immigrant who became one of the most important architects in Washington, D",114
Germany,Military,Gustav Tafel,41391,3.743945953,"Gustav Tafel  was a German-born colonel in the Union Army during the American Civil War, and the mayor of Cincinnati, Ohio, from 1897 to 1900",141
Germany,Arts/Entertainment,Wesley Schultz,41205,3.741147549,Wesley Keith Schultz  is the guitarist and lead vocalist for the American folk rock band The Lumineers,102
Germany,Sports,Paul Schrieber,41038,3.73862422,Paul Warren Schrieber  is an American professional baseball umpire,66
Germany,Business/Technology,Bernard Kroger,41004,3.73810923,"Bernard Henry Kroger , better known as Barney Kroger, was an American businessman who created the Kroger chain of supermarkets starting in 1883",143
Germany,Other,Meyer Guggenheim,40997,3.73800315,Meyer Guggenheim  was the patriarch of what became known as the Guggenheim family,81
Germany,Sports,Charley Lau,40947,3.737244906,Charles Richard Lau  was an American catcher and highly influential hitting coach in Major League Baseball,106
Germany,Business/Technology,F. L. Maytag,40901,3.736546504,Frederick Louis Maytag I  also known as F,41
Germany,Arts/Entertainment,Helen Schneider,40862,3.735953765,Helen Schneider  is an American singer and actress working mainly in Germany,76
Germany,Government,Solomon Scheu,40845,3.735695215,Solomon Scheu  was an American businessman and politician from New York,71
Germany,Business/Technology,Solomon Loeb,40814,3.735223463,Solomon Loeb  was a German-born American banker and businessman,63
Germany,Other,Eberhard Anheuser,40799,3.734995067,"Eberhard Anheuser  was an American soap and candle maker as well as the father-in-law of Adolphus Busch, the founder of the Anheuser-Busch Company",146
Germany,Other,Frank Gusenburg,40789,3.734842757,"Frank Gusenberg  was a German-American contract killer and a victim of the Saint Valentine's Day massacre in Chicago, Illinois",126
Germany,Literature,Herbert Arthur Krause,40784,3.734766588,"Herbert Arthur Krause  was an American historian, author and college professor",78
Germany,Academia/Science,Ernst R. G. Eckert,40782,3.734736118,Ernst Rudolph Georg Eckert  was a scientist who advanced the film cooling technique for aeronautical engines,108
Germany,Business/Technology,John Jacob Bausch,40697,3.733439747,John Jacob Bausch  was an American maker of optical instruments who co-founded Bausch &amp; Lomb ,97
Germany,Government,Philip Mayer Kaiser,40678,3.7331496,Philip Mayer Kaiser  was a United States diplomat,49
Germany,Other,Adolphus Busch III,40670,3.733027392,Adolphus Busch III  was a brewing magnate who was the President and CEO of Anheuser-Busch from 1934 to 1946,107
Germany,Sports,Jana Bieger,40645,3.732645338,Jana Lyn Bieger  is an American gymnast of German descent,57
Germany,Government,Hiester Clymer,40575,3.731574334,Hiester Clymer  was an American political leader from the state of Pennsylvania,79
Germany,Other,Log in,40483,3.730163916,"In computer security, a login or logon or sign in refers to the credentials required to obtain access to a computer system or other restricted area",147
Germany,Business/Technology,Maximilian Berlitz,40392,3.728765672,"Maximilian  Delphinius Berlitz  was a linguist and the founder of the Berlitz Language Schools, the first of which he established in 1878 in Providence, Rhode Island",165
Germany,Other,What links here,40326,3.727749588,"Within the Toolbox section on the left-hand side of every page is a link labeled ""What links here""",98
Germany,Business/Technology,George Frederick Baer,40300,3.727348856,George Frederick Baer  was an American lawyer who was the President of the Philadelphia and Reading Railroad and spokesman for the owners during the Anthracite Coal Strike of 1902,179
Germany,Arts/Entertainment,Clara Lipman,39908,3.721275516,Clara Lipman  was an American musical comedy actress and playwright whose career began in 1885 and continued on until her retirement in 1927,140
Germany,Arts/Entertainment,Sanford A. Moeller,39725,3.718419803,"Sanford Augustus ""Gus"" Moeller  was an American rudimental drummer, a national champion, educator, and author",109
Germany,Arts/Entertainment,Andrew Rothenberg,39600,3.716461608,"Andrew Rothenberg  is an American stage, television and film actor",66
Germany,Government,Philip Becker,39553,3.715723727,"Philip Becker  was Mayor of the City of Buffalo, New York, serving 1876",71
Germany,Sports,Keith Heinrich,39545,3.715598043,Keith Charles Heinrich  is a former American football tight end,63
Germany,Sports,Gus Schmelz,39446,3.714040594,"Gustavus Heinrich Schmelz  was an American manager in Major League Baseball for the Columbus Buckeyes , Cincinnati Red Stockings , and Columbus Solons  of the American Association, and for the St",195
Germany,Military,Nicholas Herkimer,39438,3.713914569,"Nicholas Herkimer   was a militia Brigadier General during the American Revolutionary War, who died of wounds after the Battle of Oriskany",138
Germany,Arts/Entertainment,Seymour Nebenzahl,39420,3.71363092,Seymour Nebenzal  was a German film producer,44
Germany,Sports,John Whitlinger,39262,3.711135532,John Whitlinger  is a former professional tennis player from the United States,78
Germany,Sports,Dick Weber,39249,3.710929768,"Richard Anthony ""Dick"" Weber  was a bowling professional and a founding member of the Professional Bowlers Association ",119
Germany,Sports,Aaron Hohlbein,39201,3.710169435,Aaron Hohlbein  is an American soccer player who is currently without a club,76
Germany,Academia/Science,Max August Zorn,39158,3.709487512,Max August Zorn  was a German mathematician,43
Germany,Sports,Uwe von Schamann,39074,3.70815322,Uwe Detlef Walter von Schamann  is a former professional American football placekicker,86
Germany,Sports,Billy Hoeft,39024,3.707357636,"William Frederick Hoeft  was a pitcher in Major League Baseball whose career spanned 15 seasons with the Detroit Tigers, Boston Red Sox, Baltimore Orioles, Milwaukee Braves, Chicago Cubs and San Francisco Giants",211
Germany,Arts/Entertainment,Karl Ferdinand Wimar,39004,3.707039117,"Karl Ferdinand Wimar  , was a German-American painter who concentrated on Native Americans in the West and the great herds of buffalo",133
Germany,Arts/Entertainment,August Schoenborn,38984,3.706720435,August Gottlieb Schoenborn  was a German American architect who helped design the United States Capitol dome,108
Germany,Sports,Michael Wuertz,38979,3.706640739,Michael James Wuertz  is an American professional baseball pitcher who is currently a free agent,96
Germany,Other,Louis J. Weichmann,38890,3.705220434,Louis J  Weichmann  was one of the chief witnesses for the prosecution in the trial of the alleged conspirators involved in the Abraham Lincoln assassination,157
Germany,Business/Technology,George W. Merck,38765,3.703220127,"George Wilhelm Herman Emanuel Merck , was the president of Merck &amp; Co",73
Germany,Academia/Science,John P. Grotzinger,38653,3.701422365,John P  Grotzinger is the Fletcher Jones Professor of Geology at California Institute of Technology under the Division of Geological and Planetary Sciences,155
Germany,Other,Charles Mohr,38611,3.700746861,Charles Theodor Mohr  was a pharmacist and botanist of German descent who lived and worked in the United States,111
Germany,Arts/Entertainment,Gottfried Reinhardt,38445,3.698069802,Gottfried Reinhardt  was an Austrian  film director and producer,64
Germany,Sports,Walter Mueller,38443,3.698037477,"Walter John Mueller  was a professional baseball player who played outfield in the Major Leagues, for the Pittsburgh Pirates, from 1922 to 1926",143
Germany,Other,Margarethe Schurz,38431,3.697843497,,0
Germany,Business/Technology,Otto Timm,38402,3.697374461,Otto William Timm  was a California-based barnstormer and aircraft manufacturer of German descent,97
Germany,Sports,Roy Hartzell,38382,3.697050782,"Roy Allen Hartzell , played in the Major League Baseball from 1906 to 1916",74
Germany,Business/Technology,Francis Wolff,38200,3.694097525,"Francis Wolff  was a record company executive, photographer and record producer",79
Germany,Other,Fredericka Mandelbaum,38182,3.69380468,"Fredericka ""Marm"" Mandelbaum  was a New York entrepreneur and operated as a criminal fence to many of the street gangs and criminals of the city's underworld, handling between $1",178
Germany,Other,Theodore Hamm,38135,3.693039379,"Theodore Hamm  is an American author, writer and the founding editor of the New York City-based literary and culture tabloid The Brooklyn Rail",142
Germany,Literature,Jack Schaefer,38120,3.692794935,Jack Warner Schaefer  was an American writer known for his Westerns,67
Germany,Government,Richard W. Guenther,37998,3.690803214,Richard William Guenther  was a Prussian-born 19th century politician and pharmacist in Wisconsin,97
Germany,Business/Technology,Jim Rohr,37977,3.690459732,,0
Germany,Literature,Ursula Hegi,37642,3.684954539,Ursula Hegi  is a German-born American writer,45
Germany,Literature,Gene Brewer,37570,3.683764939,"Gene Brewer  is the author of the K-PAX series of novels, about a man who claims to be a visiting extraterrestrial from a planet called K-PAX: K-PAX , On a Beam of Light , K-PAX III: The Worlds of Prot , K-PAX IV  and Prot's Report, a brief natural history of the Earth, which appears in K-PAX: The Trilogy, an omnibus edition of the first three K-PAX books",357
Germany,Arts/Entertainment,Louis Maurer,37557,3.683549907,"Louis Maurer  was a German-born American lithographer, and the father of the American painter Alfred Henry Maurer",113
Germany,Arts/Entertainment,Felix Bressart,37541,3.68328515,Felix Bressart  was a German-American actor of stage and screen,63
Germany,Arts/Entertainment,Carl von Marr,37512,3.68280499,Carl von Marr  was an American-born German painter,50
Germany,Government,William Muhlenberg Hiester,37392,3.680814168,William Muhlenberg Hiester  An American political and military leader in the State of Pennsylvania,98
Germany,Government,Isaac Ellmaker Hiester,37361,3.680298834,Isaac Ellmaker Hiester  was an American political leader of the nineteenth Century,82
Germany,Sports,Vic Wertz,37338,3.679916213,Victor Woodrow Wertz  was a Major League Baseball first baseman and outfielder,78
Germany,Religion,Samuel Hirsch,37336,3.67988293,"Samuel Hirsch,  was a major Reform religious philosopher and rabbi",66
Germany,Arts/Entertainment,Wings Hauser,37244,3.678350004,"Wings Hauser  is an American actor, director, and film writer",61
Germany,Government,William J. Diehl,37216,3.677882709,"William J  Diehl , served as Mayor of Pittsburgh from 1899 to 1901",66
Germany,Sports,Doug Waechter,37192,3.677481891,"Douglas Michael Waechter  is an American former professional baseball pitcher for the Tampa Bay Devil Rays, Florida Marlins and Kansas City Royals in Major League Baseball",171
Germany,Arts/Entertainment,Rande Gerber,37187,3.677398354,Rande Gerber  is an American entertainment industry businessman and former model,80
Germany,Arts/Entertainment,Patrizia von Brandenstein,37134,3.676512178,Patrizia von Brandenstein  is an American production designer,61
Germany,Academia/Science,George Waldbott,37092,3.675809026,,0
Germany,Sports,John Hummel,36983,3.673980459,"John Edwin Hummel  born in Bloomsburg, Pennsylvania, was a Utility player for the Brooklyn Superbas/Brooklyn Dodgers/Brooklyn Robins  and New York Yankees ",155
Germany,Literature,Bruno Frank,36980,3.673930056,"Bruno Frank  was a German author, poet, dramatist, and humanist",63
Germany,Religion,Barbara Heck,36953,3.673476238,"Barbara Heck  was an early American Methodist, known as the “mother of American Methodism",89
Germany,Other,Help,36910,3.672752807,Help is any form of assisting,29
Germany,Arts/Entertainment,Berry Kroeger,36801,3.67091521,"Berry Kroeger  was an American film, television, and stage actor",64
Germany,Other,Benjamin Kurtz Miller,36735,3.669799889,The Benjamin K  Miller Collection is a unique collection of stamps and other philatelic materials donated to The New York Public Library in 1925 by Milwaukee attorney Benjamin Kurtz Miller ,189
Germany,Sports,Fred Heimach,36646,3.668292718,"Frederick Amos Heimach  born in Camden, New Jersey, was a Major League Baseball pitcher for the Philadelphia Athletics , Boston Red Sox , New York Yankees  and Brooklyn Robins/Brooklyn Dodgers ",193
Germany,Military,Otto Boehler,36574,3.667070754,Otto A  Boehler  was a United States Army private who received the Medal of Honor for actions during the Philippine,115
Germany,Other,Peter Gusenberg,36431,3.664636646,,0
Germany,Government,George E. Sangmeister,36389,3.663919918,George Edward Sangmeister  was a member of the United States House of Representatives,85
Germany,Academia/Science,William Paul Gerhard,36387,3.663885767,William Paul Gerhard  was a United States sanitary engineer,59
Germany,Literature,Henry F. Urban,36274,3.661953207,"Henry F  Urban  was a German American journalist, author, and playwright",72
Germany,Government,Tom Loeffler,36252,3.661576256,Thomas Gilbert  Loeffler  is a Republican former member of the United States House of Representatives from central Texas,120
Germany,Military,Clem Sohn,36150,3.65982558,"Clements Joseph Sohn  was an American airshow dare-devil in the 1930s from Fowler, Michigan, USA",96
Germany,Arts/Entertainment,Josef Sommer,36125,3.659395739,Josef Sommer  is a German-American stage and film actor,55
Germany,Military,Lewis Wetzel,36071,3.658466267,Lewis Wetzel  was a frontiersman and Indian fighter who roamed the hills of western Virginia and Ohio,101
Germany,Other,Valentin Blatz,35928,3.655998149,Valentin Blatz  was a German-American brewer and banker,55
Germany,Government,Harry Sauthoff,35886,3.655271381,,0
Germany,Arts/Entertainment,Adolph Strauch,35878,3.655132852,"Adolph Strauch  was a renowned landscape architect born in Silesia, Prussia, known particularly for his layout designs of cemeteries like Spring Grove Cemetery in Cincinnati, Ohio and Graceland Cemetery in Chicago, Illinois",223
Germany,Sports,Les Mueller,35834,3.654370393,Leslie Clyde Mueller  was a right-handed pitcher in Major League Baseball who played for the Detroit Tigers in 1941 and 1945,124
Germany,Business/Technology,Alfred Lion,35779,3.653416001,Alfred Lion  was a Jewish German-born American record executive who co-founded Blue Note Records in 1939,104
Germany,Sports,Daniel Ortmeier,35775,3.653346534,Daniel David Ortmeier  is a former Major League Baseball outfielder and first baseman,85
Germany,Business/Technology,Edgar J. Kaufmann,35595,3.650212429,Edgar J  Kaufmann  was a prominent Jewish German-American businessman and philanthropist,88
Germany,Business/Technology,Nicholas C. Forstmann,35526,3.649006818,"Nicholas C  ""Nick"" Forstmann  was one of the founding partners of Forstmann Little &amp; Company, a private equity firm",119
Germany,Sports,Gene Garber,35409,3.64695716,Henry Eugene Garber  is a former sidearm relief pitcher in Major League Baseball,80
Germany,Arts/Entertainment,Christian Schwartz,35331,3.645586955,Christian Schwartz  is an American type designer,48
Germany,Arts/Entertainment,Peter Douglas,35187,3.64304938,"Peter Vincent Douglas  is an American television and film producer, a son of actor Kirk Douglas and his second wife, the German American producer Anne Buydens",158
Germany,Sports,Sara Studebaker,35069,3.640962225,Sara Studebaker  is a retired biathlete from the United States who competed on the World Cup circuit from 2009 to 2014,118
Germany,Government,Ferdinand E. Volz,35056,3.640731855,"Ferdinand E  Volz , served as Mayor of Pittsburgh from 1854 to 1856",67
Germany,Academia/Science,David Alter,34929,3.638476811,David Alter  was a prominent American inventor and scientist of the 19th century,80
Germany,Sports,Arnold Hauser,34878,3.637568934,"Arnold George ""Peewee"" Hauser  was a German American shortstop in Major League Baseball",87
Germany,Academia/Science,Frederick Traugott Pursh,34698,3.634354017,Frederick Traugott Pursh   was a German,39
Germany,Other,Duncan Niederauer,34524,3.631230371,Duncan L  Niederauer is an American businessman,47
Germany,Arts/Entertainment,Frederick G. Scheibler,34504,3.630870323,"Frederick G  Scheibler, Jr",26
Germany,Arts/Entertainment,Otto Soglow,34464,3.6301496,Otto Soglow  was an American cartoonist best known for his comic strip The Little King,86
Germany,Other,Herman Weiss,34405,3.629085006,Herman Weiss was a Prussian born brewmaster,43
Germany,Business/Technology,William Rittenhouse,34394,3.62888632,William Rittenhouse  is the first person recorded as having made paper in North America,87
Germany,Government,John Christian Kunkel,34369,3.628434526,John Christian Kunkel  was a Whig and Republican member of the U,64
Germany,Business/Technology,Charles Pfizer,34342,3.627946218,"Charles Pfizer  was a German chemist who migrated to the United States in the early 1840s and founded, with his cousin Charles F",128
Germany,Government,William Q. Dallmeyer,34328,3.627692871,William Quintillis Dallmeyer  was a German-born Missouri politician,67
Germany,Academia/Science,Hermann Irving Schlesinger,34312,3.627403204,"Hermann Irving Schlesinger  was an American inorganic chemist, working in boron chemistry",89
Germany,Business/Technology,August Duesenberg,34109,3.623716284,August Samuel Duesenberg  was a German-American automobile pioneer manufacturer,79
Germany,Sports,Fritz Buelow,34087,3.6233154,"Frederick William Alexander ""Fritz"" Buelow  was a catcher in Major League Baseball",82
Germany,Sports,Howie Koplitz,34037,3.622403335,Howard Dean Koplitz  was a pitcher in Major League Baseball pitcher,67
Germany,Sports,Dietrich Albrecht,33771,3.617528514,Dietrich Albrecht is a retired American soccer player,53
Germany,Arts/Entertainment,Lynne Koplitz,33699,3.616202409,Lynne Koplitz  is an American stand-up comedian and actress,59
Germany,Business/Technology,Henry Lomb,33684,3.615925781,"Henry Lomb November 24, 1828 ",29
Germany,Other,Doug Reinhardt,33579,3.613985926,"Douglas Francis Reinhardt  is an American baseball player, sports agent, and television personality",99
Germany,Arts/Entertainment,Steven Fischer,33578,3.613967422,Steven Thomas Fischer  is an American film director and producer,64
Germany,Sports,Joe Benz,33560,3.613634257,Joseph Louis Benz  was a pitcher in Major League Baseball from 1911 to 1919,75
