Source Country,Name,Field Of Influence,Generation,Influence,Description
India,Sendhil Ramamurthy,Arts/Entertainment,First Generation,64237,Sendhil Ramamurthy  is an American actor
India,Rajen Sheth,Business/Technology,First Generation,63609,Rajen Sheth is a product manager of Google Enterprise
India,Mani Lal Bhaumik,Academia/Science,First Generation,63543,Mani Lal Bhaumik is an Indian-born American physicist and a bestselling author
India,Kiran Desai,Literature,First Generation,63294,Kiran Desai  is an Indian author
India,Vijay Iyer,Arts/Entertainment,First Generation,63232,"Vijay Iyer  is an American jazz pianist, composer, bandleader, producer, electronic musician, and writer based in New York"
India,Danny Pudi,Arts/Entertainment,Second Generation or Higher,63077,"Daniel Mark ""Danny"" Pudi  is an American actor and comedian, best known for his role as Abed Nadir on the NBC comedy series Community"
India,Noureen DeWulf,Arts/Entertainment,First Generation,62700,"Noureen DeWulf  is an American actress, who starred as Lacey in FX's Anger Management"
India,Mohini Bhardwaj,Sports,First Generation,62682,Mohini Bhardwaj  is a retired American gymnast who competed at the 1997 and 2001 World Championships and earned a team silver medal at the 2004 Summer Olympics in Athens
India,Gabrielle Anwar,Arts/Entertainment,First Generation,62572,Gabrielle Anwar  is an English actress
India,Narayana Kocherlakota,Government,First Generation,62234,Narayana R  Kocherlakota  is an American economist and is the 12th and current president of the Federal Reserve Bank of Minneapolis
India,Karan Brar,Arts/Entertainment,Second Generation or Higher,62130,"Karan Brar  is an American teen actor, best known for his role as Chirag Gupta in the Wimpy Kid feature film franchise, Diary of a Wimpy Kid, Diary of a Wimpy Kid: Rodrick Rules, and Diary of a Wimpy Kid: Dog Days, as well as for his co-starring role as Ravi Ross on the Disney Channel comedy series Jessie"
India,Sunny Jain,Arts/Entertainment,First Generation,61948,"Sunny Jain is an American dhol player, drummer, and composer"
India,Sachin H. Jain,Academia/Science,First Generation,61781,Sachin H  Jain  is an American physician and health policy analyst who was senior advisor to Donald M
India,Sunil Gulati,Sports,First Generation,61501,"Sunil Gulati  is the president of the United States Soccer Federation  and was on April 19, 2013, elected to a four-year term on the FIFA Executive Committee"
India,Abraham Verghese,Literature,First Generation,61185,"Abraham Verghese  is a physician-author, Professor for the Theory and Practice of Medicine at Stanford University Medical School and Senior Associate Chair of the Department of Internal Medicine"
India,Aneesh Raman,Arts/Entertainment,First Generation,60726,"Aneesh Raman is VP of Marketing and Audience Development at OZY Media, a new media company co-founded by Carlos Watson and backed by a number of high-profile investors including Laurene Powell Jobs, Larry Sonsini, David Drummond , Dan Rosensweig and Ron Conway"
India,Narayan Hosmane,Academia/Science,Second Generation or Higher,60597,"Narayan S  Hosmane  is an Indian-born cancer research scientist who made the featured article in NRI Achievers magazine and is currently distinguished research professor of Chemistry and Biochemistry and the inaugural board of trustees professor at Northern Illinois University, Dekalb"
India,Eboo Patel,Religion,First Generation,60312,Eboo Patel is a member of President Barack Obama's inaugural Advisory Council on Faith-Based Neighborhood Partnerships
India,Ruchi Sanghvi,Business/Technology,First Generation,59637,Ruchi Sanghvi  is an Indian computer engineer
India,Akhil Amar,Academia/Science,First Generation,59559,"Akhil Reed Amar  is an American legal scholar, an expert on constitutional law and criminal procedure"
India,Param Gill,Activists,First Generation,59525,"Param Gill is an Award winning American film director and writer of Indian origin, known for directing films which tackle diverse themes"
India,Adam Bhala Lough,Activists,First Generation,59504,"Adam Bhala Lough is an American film director, screenwriter, and documentary filmmaker from Fairfax, Virginia"
India,Pradeep Khosla,Academia/Science,First Generation,58875,Pradeep K  Khosla is an academic computer scientist and university administrator
India,Sam Arora,Government,First Generation,58818,"Sam Arora  is an American businessman and politician from Montgomery County, Maryland"
India,Tarsem Singh,Activists,First Generation,58759,"Tarsem Singh Dhandwar , known professionally as Tarsem, is an Indian-American director who has worked on films, music videos, and commercials"
India,Renu Khator,Academia/Science,First Generation,58314,Renu Khator  is the eighth chancellor of the University of Houston System and the thirteenth president of the University of Houston
India,Mahzarin Banaji,Activists,First Generation,57827,Mahzarin Rustum Banaji  is an American social psychologist at Harvard University
India,Sarvadaman Chowla,Academia/Science,First Generation,57719,
India,Arogyaswami Paulraj,Academia/Science,First Generation,57451,"Arogyaswami J  Paulraj was born in Pollachi near Coimbatore, India"
India,Bhagat Singh Thind,Activists,First Generation,57278,Bhagat Singh Thind  was an Indian-American Sikh writer and lecturer on spirituality who was involved in an important legal battle over the rights of Indians to obtain U
India,Pranav Mistry,Academia/Science,First Generation,57047,Pranav Mistry  is an Indian computer scientist and Inventor
India,Padmasree Warrior,Business/Technology,First Generation,56874,"Padmasree Warrior is the Chief Technology &amp; Strategy Officer  of Cisco Systems, and the former CTO of Motorola, Inc"
India,Salma Arastu,Activists,First Generation,56273,"Salma Arastu  is an Indian artist, living in North America"
India,Simran Sethi,Arts/Entertainment,Second Generation or Higher,55833,Simran Preeti Sethi  is an Indian American journalist
India,Amit Sheth,Academia/Science,First Generation,55200,"Dr  Amit Sheth is a computer scientist at Wright State University in Dayton, Ohio"
India,M. A. Muqtedar Khan,Academia/Science,First Generation,55098,
India,Pulickel M. Ajayan,Academia/Science,First Generation,55063,"Pulickel Madhavapanicker Ajayan, known as P"
India,P.S. Ayyaswamy,Academia/Science,First Generation,54928,"Portonovo S  Ayyaswamy is the Asa Whitney Professor of Dynamical Engineering at the University of Pennsylvania, Philadelphia, USA"
India,Paul Shrivastava,Academia/Science,First Generation,54807,Paul Shrivastava is the Distinguished Professor and Director of David O'Brien Centre for Sustainable Enterprise at Concordia University
India,Prith Banerjee,Business/Technology,First Generation,53781,"Prithviraj ""Prith"" Banerjee  is an Indian American academic and computer scientist and was formerly  a senior vice president of research at Hewlett Packard and director of HP Labs"
India,Bharati Mukherjee,Academia/Science,First Generation,53686,"Bharati Mukherjee  is an Indian-born American writer who is currently a professor in the department of English at the University of California, Berkeley"
India,Govindini Murty,Activists,First Generation,53475,
India,Cathy Bissoon,Government,First Generation,53410,Cathy Bissoon  is an American lawyer and judge who serves on the United States District Court for the Western District of Pennsylvania
India,Rory Cochrane,Arts/Entertainment,First Generation,53275,Rory Cochrane  is an American actor
India,Sashi Reddi,Business/Technology,First Generation,52752,"Sashi P  Reddi born on 27 May 1965 in Madras  is an Indian entrepreneur, technologist and angel investor"
India,Urvashi Vaid,Activists,First Generation,52751,Urvashi Vaid  is an Indian-American LGBT rights activist
India,Omi Vaidya,Arts/Entertainment,First Generation,52711,"Omi Vaidya  is an American actor who is best known for his performance as Chatur Ramalingam or ""The Silencer"" in the 2009 Bollywood film, 3 Idiots"
India,Shwetak Patel,Academia/Science,Second Generation or Higher,52551,Shwetak Naran Patel is an American computer scientist and entrepreneur best known for his work on developing novel sensing solutions and ubiquitous computing
India,Rajeev Suri,Business/Technology,First Generation,52374,Rajeev Suri  is the chief executive officer  of the multinational communications and information technology corporation Nokia
India,Sabu Dastagir,Arts/Entertainment,First Generation,52371,"Sabu Dastagir  was a film actor of Indian origin, who later obtained American citizenship"
India,Om Malik,Academia/Science,First Generation,52278,Om Perkash Malik  is an Indian-American web and technology writer
India,Ajit Gupta,Business/Technology,First Generation,51985,"Ajit Gupta is a Silicon-Valley based entrepreneur and the founder of Aryaka, AAyuja, JantaKhoj, and Speedera Networks"
India,Avinash Kamalakar Dixit,Academia/Science,First Generation,51966,Avinash Kamalakar Dixit  is an Indian-American economist
India,Jogesh Pati,Academia/Science,First Generation,51959,"Jogesh C  Pati  is an Indian American theoretical physicist at the University of Maryland, College Park"
India,Maya Ajmera,Activists,First Generation,51826,Maya Ajmera is the president and CEO of Society for Science &amp; the Public and publisher of Science News and its family of media properties
India,Raj Chetty,Academia/Science,First Generation,51821,"Nadarajan ""Raj"" Chetty  is an Indian American economist"
India,Anchal Joseph,Arts/Entertainment,First Generation,51720,Anchal Joseph  is an Indian American fashion model and actress
India,Nivedita Kulkarni,Arts/Entertainment,First Generation,51443,"Nivedita Kulkarni is an Indian American actress, model, writer, and comedian"
India,Ashwin Navin,Business/Technology,First Generation,51387,"Ashwin Navin is CEO and co-founder of Samba TV, a data and analytics service that measures television viewership using data from social media, connected devices and set-top boxes"
India,Tulika Mehrotra,Literature,First Generation,51201,Tulika Mehrotra is a Chicago-based American writer and journalist of Indian descent
India,Kumble R. Subbaswamy,Academia/Science,First Generation,51156,Kumble R  Subbaswamy is the 11th and current chancellor of the University of Massachusetts Amherst
India,Karsh Kale,Arts/Entertainment,First Generation,51155,"Karsh Kale  is an Indian American musician, producer and composer, and is considered one of the pioneering figures in defining the Asian Underground genre by mixing disparate genres of music such as Indian classical and folk with electronica, rock, pop and ambient music"
India,Raj Bhavsar,Sports,First Generation,51089,Stephen Raj Bhavsar  is an American artistic gymnast
India,Shantanu Narayen,Business/Technology,First Generation,50988,Shantanu Narayen is the CEO of Adobe Systems
India,Satya N. Atluri,Academia/Science,First Generation,50953,"Satya Atluri is a UCI Distinguished Professor, in the Department of Mechanical &amp; Aerospace Engineering at UCI"
India,Muzammil Siddiqi,Religion,First Generation,50894,"Muzammil H  Siddiqi born in India in 1943, received his Islamic education at Darul Uloom Nadwatul Ulama, Lucknow, India"
India,Anita Goel,Business/Technology,First Generation,50824,Anita Goel  is a physicist and physician in the United States
India,Sanjay Lal,Sports,First Generation,50682,"Sanjay Lal July 23, 1969) is an American football coach"
India,Gopal Raju,Arts/Entertainment,First Generation,50626,"Gopal Raju  was an Indian-born American publisher, editor, journalist, businessman and philanthropist"
India,Summer Bishil,Arts/Entertainment,First Generation,50537,Summer Yasmine Bishil  is an American actress
India,Tiya Sircar,Arts/Entertainment,First Generation,50370,Tiya Sircar  is an American actress
India,Sabrina De Sousa,Government,First Generation,50257,Sabrina De Sousa  is a former undercover CIA field officer who used diplomatic cover
India,Siva S. Banda,Academia/Science,First Generation,50045,Siva Subrahmanyam Banda  is an Indian-American aerospace engineer
India,Siddharth Katragadda,Literature,First Generation,50018,"Siddharth Katragadda is a poet, writer, artist and filmmaker of Indian origin"
India,Subir Sachdev,Academia/Science,First Generation,49844,Subir Sachdev is a Professor of Physics at Harvard University specializing in condensed matter
India,Zain Verjee,Arts/Entertainment,First Generation,49724,"Zain Verjee  is a Kenyan Canadian journalist, who was born and raised in Kenya prior to immigrating to Canada"
India,Sangeeta Bhatia,Academia/Science,First Generation,49574,
India,Madhu Sudan,Academia/Science,First Generation,49568,Madhu Sudan  is an Indian-American computer scientist
India,Reef Karim,Activists,First Generation,49443,
India,Navi Rawat,Arts/Entertainment,Second Generation or Higher,49311,"Navi Rawat  is an American television actress, known for her roles as Theresa Diaz on the drama series The O"
India,Dalip Singh Saund,Government,First Generation,49247,Dalip Singh Saund   was a member of the United States House of Representatives
India,Farah Pandith,Government,First Generation,49127,Farah Pandith   was the first ever Special Representative to Muslim Communities for the United States Department of State
India,Vijay Seshadri,Literature,First Generation,48756,"Vijay Seshadri  is a Brooklyn, New York"
India,Akshay Venkatesh,Academia/Science,First Generation,48614,Akshay Venkatesh  is an Indian Australian mathematician
India,Erick Avari,Arts/Entertainment,First Generation,48563,"Erick Avari  is an Indian-American television, film and theater actor known primarily for his roles in science-fiction serial productions"
India,Maulik Pancholy,Arts/Entertainment,First Generation,48530,"Maulik Navin Pancholy  is an American actor known for his recurring role as Sanjay Patel on Weeds, his role as Jonathan on 30 Rock, voice acting as Baljeet Tjinder in Phineas and Ferb, and as Neal during the first season of Whitney"
India,Savan Kotecha,Arts/Entertainment,First Generation,48295,"Savan Harish Kotecha is an American songwriter and record producer of Indian descent, from Austin, Texas"
India,Sudip Bose,Military,First Generation,48099,"Sudip Bose is an attending emergency medicine physician, educator, entrepreneur, and combat veteran"
India,Noshir Gowadia,Academia/Science,First Generation,47940,Noshir Sheriarji Gowadia  is a design engineer and convicted spy for several countries
India,Narinder Singh Kapany,Academia/Science,First Generation,47613,"Narinder Singh Kapany  FREng born 31 October 1926 in Moga, Punjab, India, is an Indian-born American physicist known for his work in fibre optics"
India,Rachel Roy,Arts/Entertainment,Second Generation or Higher,47523,Rachel Roy  is an American fashion designer who was born and raised in California
India,Ami Parekh,Sports,First Generation,47406,"Ami Parekh  is an Indian-American skater, representing India"
India,Dinesh Patel,Sports,Second Generation or Higher,47315,Dinesh Patel  is an Indian right-handed baseball pitcher who played in the Pittsburgh Pirates organization
India,Usha Haley,Literature,First Generation,47002,
India,Ankur Jain,Business/Technology,First Generation,46899,"Ankur Jain  is an entrepreneur, and the founder and chairman of the Kairos Society, an organization of young entrepreneurs aiming to solve real-world problems"
India,Uma Pemmaraju,Arts/Entertainment,First Generation,46799,Uma Devi Pemmaraju is an Indian-born American anchor and host on the Fox News Channel cable network
India,Ambi Subramaniam,Arts/Entertainment,First Generation,46788,"Lakshminarayana Ambi Subramaniam  is an Indian/American violinist, pianist and singer"
India,Beheruz Sethna,Academia/Science,Second Generation or Higher,46719,Beheruz Nariman Sethna is a professor of business and retired sixth President of the University of West Georgia 
India,John Jain,Academia/Science,First Generation,46685,"John K  Jain, MD, FACOG is an American board-certified reproductive endocrinologist and a pioneer in the field of reproductive medicine"
India,Maya Harris,Activists,First Generation,46661,Maya L  Harris is an American lawyer and public policy advocate
India,Alexi Grewal,Sports,First Generation,46604,Alexi Singh Grewal   is an Indian-American Olympic gold medalist and former professional road racing cyclist
India,Abhi Talwalkar,Business/Technology,First Generation,46578,"Abhi Talwalkar was president and CEO of LSI Corporation, a company that designed chips and software for datacenters and other applications"
India,Ashok Amritraj,Activists,First Generation,46465,"Ashok Amritraj  is an Indian American film producer, former tour professional tennis player, chairman and CEO of Hyde Park Entertainment"
India,Girindra Mukerji,Activists,First Generation,46288,"Girindra Mukerji was an Indian anti-British revolutionary, organizer, and agriculturist"
India,Anant Agarwal,Academia/Science,First Generation,46209,Anant Agarwal is a computer architecture researcher
India,Abhay Ashtekar,Academia/Science,First Generation,46074,Abhay Vasant Ashtekar  is an Indian theoretical physicist
India,Yatin Patel,Activists,First Generation,45975,"Yatin Patel is an Orlando-based photographer, internet entrepreneur and native of India"
India,Prakash Amritraj,Sports,First Generation,45657,Prakash Amritraj is an Indian professional tennis player and the son of renowned former Indian tennis player Vijay Amritraj
India,Abraham George,Activists,First Generation,45654,
India,Mriganka Sur,Academia/Science,First Generation,45627,Mriganka Sur  is an Indian-born neuroscientist working in the United States
India,Prashant Bhargava,Activists,Second Generation or Higher,45139,Prashant Bhargava is an award-winning filmmaker and designer
India,Avinash Kak,Academia/Science,First Generation,45078,Avinash C  Kak   is a professor of Electrical and Computer Engineering at Purdue University who has done pioneering research in several areas of information processing
India,Namrata Singh Gujral,Arts/Entertainment,First Generation,45062,Namrata Singh Gujral  is an American actress
India,Richard Verma,Government,First Generation,44976,Richard Rahul Verma  is the United States Ambassador to India
India,Victor Menezes,Business/Technology,First Generation,44967,Victor J  Menezes  is an engineer and banker
India,Joia Mukherjee,Academia/Science,First Generation,44937,"Joia Stapleton Mukherjee , M"
India,Kanwal Rekhi,Other,First Generation,44834,"Kanwal Rekhi  is an Indian-American businessman, Venture capitalist Angel investor and entrepreneur, currently serving as the managing director at Inventus Capital Partners"
India,Chitranjan Singh Ranawat,Academia/Science,First Generation,44725,Chitranjan Singh Ranawat is a hip surgeon
India,Agha Shahid Ali,Literature,First Generation,44630,Agha Shahid Ali  was a poet
India,Amrit Singh,Activists,First Generation,44553,Amrit Singh is a human rights lawyer for the National Security and Counterterrorism program at the Open Society Justice Initiative
India,Thara Prashad,Arts/Entertainment,First Generation,44462,"Thara Natalie Prashad , also known as Thara, is an American R&amp;B singer and model"
India,Pran Nath,Academia/Science,First Generation,44370,"Pran Nath is a theoretical physicist working at Northeastern University, with research focus in elementary particle physics"
India,Aravind Joshi,Academia/Science,First Generation,44366,Aravind Krishna Joshi   is the Henry Salvatori Professor of Computer and Cognitive Science in the computer science department of the University of Pennsylvania
India,Umesh Vazirani,Academia/Science,First Generation,44095,Umesh Virkumar Vazirani  is the Roger A
India,Ashok Gadgil,Academia/Science,First Generation,43952,"Ashok Gadgil  Is Director of the Energy and Environmental Technologies Division at Lawrence Berkeley National Laboratory and Professor of Civil and Environmental Engineering at the University of California, Berkeley"
India,Samrat Chakrabarti,Arts/Entertainment,First Generation,43887,Samrat Chakrabarti is a British-American film actor and musician of Indian descent
India,Jagdish Sheth,Academia/Science,First Generation,43876,Jagdish N  Sheth  is the Charles H
India,Vinod Gupta,Business/Technology,First Generation,43789,Vinod Gupta is the former chief executive officer  and chairman of infoGROUP 
India,Naren Shankar,Activists,First Generation,43728,"Naren Shankar, full name Narendra ""Naren"" Kanakaiah Shankar is an Indian American writer, producer and director of several television series"
India,Bikram Choudhury,Arts/Entertainment,Second Generation or Higher,43604,"Bikram Choudhury  is an Indian yoga teacher and the founder of Bikram Yoga, a form of hot yoga performed in a series of 26 hatha yoga postures done in a hot ) environment"
India,Arun Netravali,Academia/Science,First Generation,43504,Arun N  Netravali  is an Indian-American computer engineer credited with major contributions in digital technology including HDTV
India,Shelly Malil,Arts/Entertainment,First Generation,43487,Shelley Mathew Malil  is an Indian-born American actor
India,Sakina Jaffrey,Arts/Entertainment,First Generation,43428,Sakina Jaffrey  is an American actress
India,Balamurali Ambati,Academia/Science,First Generation,43165,"Balamurali Ambati is an Indian-American ophthalmologist, educator, and researcher, currently working at the University of Utah"
India,Anu Garg,Literature,First Generation,43164,Anu Garg  is an American author and speaker
India,Shihab Rattansi,Arts/Entertainment,First Generation,42883,"Shihab Rattansi is a television broadcaster, currently working for Al Jazeera English"
India,Ramani Ayer,Other,First Generation,42847,"Ramani Ayer is an Indian-American business executive, and the former CEO and chairman of The Hartford"
India,Hari Sreenivasan,Arts/Entertainment,First Generation,42747,Hariharan Sreenivasan  † known as Hari Sreenivasan † is an Indian-born American broadcast journalist
India,Chitrabhanu,Religion,First Generation,42625,Chitrabhanu  is a prominent figure in American Jainism
India,Anil Dash,Academia/Science,First Generation,42453,"Anil Dash  is a blogger, entrepreneur, and technologist"
India,J. N. Reddy,Academia/Science,First Generation,42433,
India,Anshu Jain,Business/Technology,First Generation,42430,Anshuman Jain  is an Indian business executive
India,Khem Shahani,Academia/Science,Second Generation or Higher,42402,Khem Shahani  was a microbiologist who conducted pioneer research on probiotics 
India,Chandrashekhar Khare,Academia/Science,First Generation,42376,Chandrashekhar B  Khare  is a professor of mathematics at the University of California Los Angeles
India,Kavita Ramdas,Activists,First Generation,42346,Kavita Ramdas  is the Executive Director of the Program on Social Entrepreneurship at the Freeman Spogli Institute for International Studies at Stanford University
India,Francisco D'Souza,Business/Technology,First Generation,42182,"Francisco D'Souza  23 August 1968 ), who goes by Frank, is the CEO of Cognizant and was part of the team that founded the NASDAQ-100 company in 1994"
India,Pooja Kumar,Activists,First Generation,42005,"Pooja Kumar is an American actress, producer, model and television hostess"
India,Hari Kondabolu,Arts/Entertainment,First Generation,41938,Hari Kondabolu  is an American stand-up comic
India,Ajay Bhatt,Academia/Science,First Generation,41836,"Ajay V  Bhatt is an Indian-American computer architect who helped define and develop several widely used technologies, including USB , AGP , PCI Express, Platform Power management architecture and various chipset improvements"
India,Zarin Mehta,Arts/Entertainment,First Generation,41833,Zarin Mehta  is the president and executive director of the New York Philharmonic Orchestra
India,Ashok Das,Academia/Science,First Generation,41751,"Ashok Das  is an Indian American theoretical physicist, an author and award winning teacher of Physics"
India,Susham Bedi,Literature,First Generation,41681,"Susham Bedi  is a leading Indian author of novels, short stories and poetry, currently living in the United States"
India,Jagdish Shukla,Academia/Science,First Generation,41636,Jagdish Shukla  is an Indian meteorologist and Distinguished University Professor at George Mason University in the United States
India,Raghu Raj Bahadur,Academia/Science,First Generation,41541,"Raghu Raj Bahadur  was an Indian statistician considered by peers to be ""one of the architects of the modern theory of mathematical statistics"""
India,Vijay Vazirani,Academia/Science,First Generation,41437,Vijay Virkumar Vazirani  is an Indian American Professor of Computer Science at Georgia Tech
India,Ramananda Prasad,Religion,First Generation,41323,Ramananda Prasad  is the founder of the International Gita Society
India,Sunkrish Bala,Arts/Entertainment,First Generation,41321,Sunkrish Bala  is an Indian-American actor
India,Sant Singh Chatwal,Business/Technology,First Generation,41214,"Sant Singh Chatwal is an Indian-American businessman, owner of the Bombay Palace chain of restaurants and Hampshire Hotels &amp; Resorts"
India,Harish Saluja,Activists,First Generation,41129,"Harish Saluja is a filmmaker and artist residing in Pittsburgh, United States"
India,Vivek Paul,Business/Technology,First Generation,40988,"Vivek Paul  has been a public company CEO, investor and entrepreneur"
India,Arif Alikhan,Government,First Generation,40928,"""Arif Alikhan"" is the Deputy Executive Director for Homeland Security, Law Enforcement, and Fire/EMS at Los Angeles World Airports"
India,Adi Shankar,Activists,First Generation,40837,"Adi Shankar  is an American film producer and occasional actor, who is known for specializing in R rated violent films in the action and crime genres"
India,Anirvan Ghosh,Academia/Science,First Generation,40810,Anirvan Ghosh  is an American neuroscientist of Indian descent
India,Ajay Banga,Business/Technology,First Generation,40669,Ajaypal Singh Banga is the current president and chief executive officer of MasterCard
India,San Banarje,Activists,First Generation,40458,"San Banarje is a multiple award-winning American independent filmmaker, cinematographer, producer, screenwriter, editor, photographer and an actor"
India,Sreenath Sreenivasan,Arts/Entertainment,First Generation,40398,"Sreenath ""Sree"" Sreenivasan  is the Chief Digital Officer at the Metropolitan Museum of Art and a technology journalist based in New York City"
India,Pradeep Sindhu,Business/Technology,First Generation,40396,Pradeep Sindhu is Indian American entrepreneur who is the co-founder and Chief Technical Officer/Vice Chairman of the Board of Directors of Juniper Networks Inc
India,Sanjay Jha,Business/Technology,First Generation,40310,Sanjay Kumar Jha  is the CEO of GlobalFoundries and former chairman and chief executive officer of Motorola Mobility
India,Ramesh Ponnuru,Arts/Entertainment,First Generation,40224,"Ramesh Ponnuru  is a Washington, D"
India,Vashtie Kola,Arts/Entertainment,First Generation,40127,"Vashtie Kola, often stylized as ""Va$htie"" is a New York based director, filmmaker, artist, designer, creative consultant and DJ"
India,Ramesh K. Agarwal,Academia/Science,Second Generation or Higher,39960,
India,Umang Gupta,Other,First Generation,39935,Umang Gupta  is an Indian-American entrepreneur and Silicon Valley CEO who is credited with writing the first business plan for Oracle
India,Alpana Singh,Arts/Entertainment,First Generation,39908,"Alpana Singh  is a sommelier, restaurateur and local television personality in Chicago, Illinois"
India,Mathukumalli Vidyasagar,Academia/Science,First Generation,39851,Mathukumalli Vidyasagar  is a leading control theorist and a Fellow of Royal Society
India,Marti G. Subrahmanyam,Academia/Science,First Generation,39797,Marti G  Subrahmanyam is the Charles E
India,Dileep Rao,Arts/Entertainment,First Generation,39794,Dileep A  Rao  is an American actor who has appeared in feature films and television series
India,Ghalib Shiraz Dhalla,Literature,First Generation,39787,"Ghalib Shiraz Dhalla , ______ ______ _____ ) born in Mombasa, Kenya, is a Los Angeles-based writer"
India,Tirlok Malik,Activists,First Generation,39775,Tirlok Malik  is an India-born actor and filmmaker
India,Sanjay Mishra,Arts/Entertainment,First Generation,39689,Sanjay Mishra is an American Guitarist/Composer born in India and subsequently becoming a citizen of the United States who began performing after completing his studies at the Peabody Conservatory of Music
India,Aswath Damodaran,Academia/Science,First Generation,39509,"Aswath Damodaran is a Professor of Finance at the Stern School of Business at New York University , where he teaches corporate finance and equity valuation"
India,Sabeer Bhatia,Academia/Science,First Generation,39507,Sabeer Bhatia is an Indian American entrepreneur who founded the Hotmail email service and Jaxtr
India,Tina Sugandh,Activists,First Generation,39439,Tina Sugandh is an Indian born musician and reality television personality
India,Aimee Nezhukumatathil,Literature,First Generation,39337,"Aimee Nezhukumatathil  is an Asian American poet, best known for her jovial and accessible reading style and lush descriptions of exotic foods and landscapes"
India,Sanjay Subrahmanyam,Academia/Science,First Generation,39245,Sanjay Subrahmanyam  is an Indian historian who specialises in the early modern period
India,Rina Banerjee,Activists,Second Generation or Higher,39234,Rina Banerjee  is a Manhattan-based artist
India,Thomas Anantharaman,Academia/Science,First Generation,39206,Thomas S  Anantharaman is a computer statistician specializing in Bayesian inference approaches for NP complete problems
India,Paul Sabu,Arts/Entertainment,First Generation,39163,"Paul Sabu  is an American singer, songwriter, producer, and guitarist"
India,Manish Dayal,Arts/Entertainment,First Generation,38886,Manish Dayal is an American film and television actor known for his recurring role as Raj Kher in 90210 and starring in a leading role in the film The Hundred Foot Journey
India,Preeta D. Bansal,Government,First Generation,38771,Preeta D  Bansal  is an Indian-American lawyer who served as the General Counsel and Senior Policy Advisor to the federal Office of Management and Budget from 2009 until 2011
India,K. C. Sreedharan Pillai,Academia/Science,First Generation,38721,K C Sreedharan Pillai  was an Indian statistician who was known for his works on multivariate analysis and probability distributions
India,Jay Sidhu,Other,First Generation,38701,"Jay Sidhu  is the Chairman  and CEO  of Customers Bancorp  and Customers Bank, a $6"
India,Gitanjali S. Gutierrez,Activists,First Generation,38667,Gitanjali S  Gutierrez is an American lawyer
India,M.R. Rangaswami,Business/Technology,First Generation,38632,
India,Sukanya Krishnan,Arts/Entertainment,First Generation,38342,Sukanya Krishnan  is an Indian-born American news anchor for the PIX Morning News on WPIX in New York City from 5-9 a
India,Dipak C. Jain,Academia/Science,First Generation,38296,"Dipak C  Jain is the Director  of Sasin Graduate Institute of Business Administration of Chulalongkorn University in Bangkok, Thailand"
India,Thrity Umrigar,Literature,First Generation,38257,"Thrity Umrigar is an Indian-American journalist, critic, and novelist"
India,Uday Singh Taunque,Military,First Generation,38136,Sergeant Uday Singh  was the first U
India,Sushil Kumarji,Religion,Second Generation or Higher,38077,"Acharya Sushil Kumar  was a Jain teacher and educator, founder of the International Mahavir Jain Mission and later an Acharya"
India,K. Mani Chandy,Academia/Science,First Generation,37977,Kanianthra Mani Chandy  is the Simon Ramo Professor of Computer Science at the California Institute of Technology 
India,Priya David,Arts/Entertainment,First Generation,37967,"Priya David Clemens is an American spokesperson based in San Francisco, California"
India,Bhairavi Desai,Activists,First Generation,37965,"Bhairavi Desai  is the founding member of the New York Taxi Workers Alliance, a union representing approximately 15,000 taxi drivers in New York City"
India,Asha Blake,Arts/Entertainment,First Generation,37937,Asha Blake is a five-time Emmy Award-winning television news journalist
India,Krishna Bharat,Academia/Science,First Generation,37924,"Krishna Bharat  is an Indian research scientist formerly at Google Inc, and leads a team developing Google's news product"
India,S. Lochlann Jain,Academia/Science,Second Generation or Higher,37779,"S  Lochlann Jain is an Associate Professor in the Anthropology Department at Stanford University, where she teaches medical and legal anthropology"
India,Islam A. Siddiqui,Government,Second Generation or Higher,37728,Islam A  Siddiqui is the former Chief Agricultural Negotiator in the Office of the United States Trade Representative 
India,Molly Easo Smith,Academia/Science,First Generation,37722,"Molly Easo Smith  is an Indian-American professor and scholar of Shakespeare and Renaissance drama, and academic administrator"
India,Subrah Iyar,Academia/Science,First Generation,37703,"Subrah S  Iyar  is a leading technocrat, entrepreneur and Web conferencing pioneer of Indian origin"
India,Bibhu Mohapatra,Arts/Entertainment,First Generation,37695,Bibhu Mohapatra  is an Indian-American fashion designer and costume designer
India,Anjul Nigam,Arts/Entertainment,First Generation,37621,Anjul Nigam  is an established character actor
India,Deepa Fernandes,Arts/Entertainment,First Generation,37536,Deepa Fernandes is the former host of the WBAI radio program Wakeup Call
India,Bikram Singh,Arts/Entertainment,First Generation,37528,Bikram Singh  is an American bhangra music artist
India,Alok Bhargava,Academia/Science,First Generation,37487,Alok Bhargava  is an Indian-American econometrician
India,Raj Jain,Academia/Science,First Generation,37395,Raj Jain  is a professor of Computer Science and Engineering in the Washington University School of Engineering and Applied Science at Washington University in St
India,Nitin Nohria,Academia/Science,First Generation,37358,Nitin Nohria is the 10th and the current dean of Harvard Business School
India,Mallika Dutt,Activists,First Generation,37331,Mallika Dutt  is an Indian-American human rights activist
India,Ravi Hutheesing,Arts/Entertainment,First Generation,37138,"Ravi Hutheesing is an American singer-songwriter/guitarist and former guitarist for the band Hanson, motivational speaker, writer, and pilot who works in both the music and aviation industries under the brand names ""Ravi"" and ""The Raviator"
